transcript_id	gene_id	transcript_biotype	gene_name
ENSRNOT00000020039	ENSRNOG00000032246	protein_coding	Acsm3
ENSRNOT00000104618	ENSRNOG00000020660	protein_coding	Cfl1
ENSRNOT00000117088	ENSRNOG00000020660	protein_coding	Cfl1
ENSRNOT00000015962	ENSRNOG00000020660	protein_coding	Cfl1
ENSRNOT00000038408	ENSRNOG00000025075	protein_coding	Relt
ENSRNOT00000026385	ENSRNOG00000019426	protein_coding	Ramac
ENSRNOT00000090071	ENSRNOG00000068556	protein_coding	Cyp2a3
ENSRNOT00000090796	ENSRNOG00000013718	protein_coding	Herc2
ENSRNOT00000103366	ENSRNOG00000013718	protein_coding	Herc2
ENSRNOT00000019245	ENSRNOG00000013718	protein_coding	Herc2
ENSRNOT00000027809	ENSRNOG00000037247	protein_coding	Rras
ENSRNOT00000016052	ENSRNOG00000012052	protein_coding	Ins1
ENSRNOT00000054983	ENSRNOG00000036703	protein_coding	Itgax
ENSRNOT00000099518	ENSRNOG00000036703	protein_coding	Itgax
ENSRNOT00000079643	ENSRNOG00000052273	protein_coding	C1h15orf40
ENSRNOT00000098314	ENSRNOG00000052273	protein_coding	C1h15orf40
ENSRNOT00000100225	ENSRNOG00000013969	protein_coding	Ahi1
ENSRNOT00000097444	ENSRNOG00000013969	protein_coding	Ahi1
ENSRNOT00000095156	ENSRNOG00000013969	protein_coding	Ahi1
ENSRNOT00000019076	ENSRNOG00000013969	protein_coding	Ahi1
ENSRNOT00000097948	ENSRNOG00000013969	protein_coding	Ahi1
ENSRNOT00000028237	ENSRNOG00000020817	protein_coding	Cyp2a2
ENSRNOT00000025043	ENSRNOG00000018462	protein_coding	Rabep2
ENSRNOT00000104226	ENSRNOG00000018462	protein_coding	Rabep2
ENSRNOT00000025938	ENSRNOG00000019124	protein_coding	Elovl3
ENSRNOT00000095603	ENSRNOG00000063481	protein_coding	LOC120099984
ENSRNOT00000044015	ENSRNOG00000066191	protein_coding	Vom2r18
ENSRNOT00000071544	ENSRNOG00000066191	protein_coding	Vom2r18
ENSRNOT00000075013	ENSRNOG00000066191	protein_coding	Vom2r18
ENSRNOT00000022060	ENSRNOG00000016429	protein_coding	Grm5
ENSRNOT00000050639	ENSRNOG00000016429	protein_coding	Grm5
ENSRNOT00000055583	ENSRNOG00000012366	protein_coding	Mesd
ENSRNOT00000105170	ENSRNOG00000012366	protein_coding	Mesd
ENSRNOT00000097840	ENSRNOG00000019080	protein_coding	Hsd3b7
ENSRNOT00000109576	ENSRNOG00000019080	protein_coding	Hsd3b7
ENSRNOT00000025933	ENSRNOG00000019080	protein_coding	Hsd3b7
ENSRNOT00000092180	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000083079	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000082718	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000090520	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000017851	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000079440	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000088892	ENSRNOG00000013103	protein_coding	Ldhc
ENSRNOT00000026013	ENSRNOG00000019194	protein_coding	Pitx3
ENSRNOT00000107682	ENSRNOG00000068986	protein_coding	Erfl
ENSRNOT00000026089	ENSRNOG00000019278	protein_coding	Fsd2
ENSRNOT00000088689	ENSRNOG00000059492	protein_coding	LOC100365363
ENSRNOT00000027783	ENSRNOG00000020489	protein_coding	Tmem145
ENSRNOT00000025906	ENSRNOG00000018993	protein_coding	Ilk
ENSRNOT00000108565	ENSRNOG00000018993	protein_coding	Ilk
ENSRNOT00000100840	ENSRNOG00000018993	protein_coding	Ilk
ENSRNOT00000119607	ENSRNOG00000018916	protein_coding	Bcl7c
ENSRNOT00000114284	ENSRNOG00000018916	protein_coding	Bcl7c
ENSRNOT00000025618	ENSRNOG00000018916	protein_coding	Bcl7c
ENSRNOT00000104004	ENSRNOG00000018916	protein_coding	Bcl7c
ENSRNOT00000112121	ENSRNOG00000066224	protein_coding	LOC102548728
ENSRNOT00000117661	ENSRNOG00000042605	protein_coding	Fpr2
ENSRNOT00000085008	ENSRNOG00000069320	protein_coding	Cyp2a2
ENSRNOT00000085245	ENSRNOG00000069320	protein_coding	Cyp2a2
ENSRNOT00000027620	ENSRNOG00000020380	protein_coding	Lgals7
ENSRNOT00000084393	ENSRNOG00000020380	protein_coding	Lgals7
ENSRNOT00000106664	ENSRNOG00000014673	protein_coding	Eri2
ENSRNOT00000119035	ENSRNOG00000014673	protein_coding	Eri2
ENSRNOT00000097861	ENSRNOG00000014673	protein_coding	Eri2
ENSRNOT00000019747	ENSRNOG00000014673	protein_coding	Eri2
ENSRNOT00000022176	ENSRNOG00000016206	protein_coding	Uvrag
ENSRNOT00000085326	ENSRNOG00000016210	protein_coding	Mical2
ENSRNOT00000043017	ENSRNOG00000016210	protein_coding	Mical2
ENSRNOT00000054850	ENSRNOG00000019145	protein_coding	Kdm2a
ENSRNOT00000098321	ENSRNOG00000019145	protein_coding	Kdm2a
ENSRNOT00000113561	ENSRNOG00000019145	protein_coding	Kdm2a
ENSRNOT00000100851	ENSRNOG00000019674	protein_coding	Mfsd13a
ENSRNOT00000088243	ENSRNOG00000019674	protein_coding	Mfsd13a
ENSRNOT00000109666	ENSRNOG00000019674	protein_coding	Mfsd13a
ENSRNOT00000103197	ENSRNOG00000019674	protein_coding	Mfsd13a
ENSRNOT00000043925	ENSRNOG00000019674	protein_coding	Mfsd13a
ENSRNOT00000028015	ENSRNOG00000020617	protein_coding	Mus81
ENSRNOT00000101939	ENSRNOG00000020617	protein_coding	Mus81
ENSRNOT00000113189	ENSRNOG00000020617	protein_coding	Mus81
ENSRNOT00000093884	ENSRNOG00000020617	protein_coding	Mus81
ENSRNOT00000022984	ENSRNOG00000017021	protein_coding	Galnt18
ENSRNOT00000101012	ENSRNOG00000017021	protein_coding	Galnt18
ENSRNOT00000097361	ENSRNOG00000031331	protein_coding	Fpr3
ENSRNOT00000041605	ENSRNOG00000031331	protein_coding	Fpr3
ENSRNOT00000064917	ENSRNOG00000031331	protein_coding	Fpr3
ENSRNOT00000031873	ENSRNOG00000024288	protein_coding	Etv2
ENSRNOT00000115664	ENSRNOG00000011932	protein_coding	Snrpa1
ENSRNOT00000016758	ENSRNOG00000011932	protein_coding	Snrpa1
ENSRNOT00000106945	ENSRNOG00000011932	protein_coding	Snrpa1
ENSRNOT00000103897	ENSRNOG00000011932	protein_coding	Snrpa1
ENSRNOT00000045742	ENSRNOG00000011932	protein_coding	Snrpa1
ENSRNOT00000099032	ENSRNOG00000011932	protein_coding	Snrpa1
ENSRNOT00000078586	ENSRNOG00000013436	protein_coding	Pde7b
ENSRNOT00000018556	ENSRNOG00000013436	protein_coding	Pde7b
ENSRNOT00000101303	ENSRNOG00000013436	protein_coding	Pde7b
ENSRNOT00000113170	ENSRNOG00000013436	protein_coding	Pde7b
ENSRNOT00000117741	ENSRNOG00000013436	protein_coding	Pde7b
ENSRNOT00000068690	ENSRNOG00000032805	protein_coding	Cyp2f4
ENSRNOT00000112656	ENSRNOG00000013381	protein_coding	Tsg101
ENSRNOT00000018194	ENSRNOG00000013381	protein_coding	Tsg101
ENSRNOT00000097244	ENSRNOG00000013381	protein_coding	Tsg101
ENSRNOT00000055120	ENSRNOG00000020479	protein_coding	Pik3c2a
ENSRNOT00000111969	ENSRNOG00000036859	protein_coding	Gdpd5
ENSRNOT00000055321	ENSRNOG00000036859	protein_coding	Gdpd5
ENSRNOT00000026966	ENSRNOG00000019883	protein_coding	Pak4
ENSRNOT00000097525	ENSRNOG00000016683	protein_coding	Zfp668
ENSRNOT00000022452	ENSRNOG00000016683	protein_coding	Zfp668
ENSRNOT00000081537	ENSRNOG00000051867	protein_coding	Zfp600
ENSRNOT00000085560	ENSRNOG00000045741	protein_coding	AABR07071891.2
ENSRNOT00000090200	ENSRNOG00000057384	protein_coding	Nfatc2ip
ENSRNOT00000026688	ENSRNOG00000019685	protein_coding	Gdpd3
ENSRNOT00000015406	ENSRNOG00000011308	protein_coding	Uhrf2
ENSRNOT00000093265	ENSRNOG00000030266	protein_coding	Plekhg2
ENSRNOT00000044326	ENSRNOG00000030266	protein_coding	Plekhg2
ENSRNOT00000093332	ENSRNOG00000030266	protein_coding	Plekhg2
ENSRNOT00000028704	ENSRNOG00000021140	protein_coding	Kcnk4
ENSRNOT00000085336	ENSRNOG00000068399	protein_coding	Itgad
ENSRNOT00000094184	ENSRNOG00000068399	protein_coding	Itgad
ENSRNOT00000022557	ENSRNOG00000016573	protein_coding	Dgat2
ENSRNOT00000081669	ENSRNOG00000016573	protein_coding	Dgat2
ENSRNOT00000114431	ENSRNOG00000016573	protein_coding	Dgat2
ENSRNOT00000082730	ENSRNOG00000051578	protein_coding	Zfp54
ENSRNOT00000077642	ENSRNOG00000051578	protein_coding	Zfp54
ENSRNOT00000030914	ENSRNOG00000025167	protein_coding	Sema4b
ENSRNOT00000108313	ENSRNOG00000025167	protein_coding	Sema4b
ENSRNOT00000034563	ENSRNOG00000021763	protein_coding	Ffar4
ENSRNOT00000109938	ENSRNOG00000066618	protein_coding	Sfxn2
ENSRNOT00000109013	ENSRNOG00000043056	protein_coding	Fpr2l2
ENSRNOT00000066769	ENSRNOG00000043056	protein_coding	Fpr2l2
ENSRNOT00000067802	ENSRNOG00000020495	protein_coding	Eif3k
ENSRNOT00000106874	ENSRNOG00000020495	protein_coding	Eif3k
ENSRNOT00000118913	ENSRNOG00000020495	protein_coding	Eif3k
ENSRNOT00000106519	ENSRNOG00000020495	protein_coding	Eif3k
ENSRNOT00000112033	ENSRNOG00000020495	protein_coding	Eif3k
ENSRNOT00000087522	ENSRNOG00000020495	protein_coding	Eif3k
ENSRNOT00000091569	ENSRNOG00000060206	protein_coding	Zfp592
ENSRNOT00000027960	ENSRNOG00000020596	protein_coding	Dmac2
ENSRNOT00000031783	ENSRNOG00000015520	protein_coding	Ticrr
ENSRNOT00000081213	ENSRNOG00000056036	protein_coding	Zfp51
ENSRNOT00000078692	ENSRNOG00000055531	protein_coding	Saa4
ENSRNOT00000082289	ENSRNOG00000055531	protein_coding	Saa4
ENSRNOT00000086856	ENSRNOG00000055531	protein_coding	Saa4
ENSRNOT00000087083	ENSRNOG00000045838	protein_coding	Hps1
ENSRNOT00000118777	ENSRNOG00000045838	protein_coding	Hps1
ENSRNOT00000081133	ENSRNOG00000045838	protein_coding	Hps1
ENSRNOT00000021278	ENSRNOG00000045838	protein_coding	Hps1
ENSRNOT00000028379	ENSRNOG00000020904	protein_coding	Cdc42ep2
ENSRNOT00000096503	ENSRNOG00000020904	protein_coding	Cdc42ep2
ENSRNOT00000105520	ENSRNOG00000020904	protein_coding	Cdc42ep2
ENSRNOT00000102400	ENSRNOG00000020271	protein_coding	Tial1
ENSRNOT00000099693	ENSRNOG00000020271	protein_coding	Tial1
ENSRNOT00000027463	ENSRNOG00000020271	protein_coding	Tial1
ENSRNOT00000079840	ENSRNOG00000055796	protein_coding	LOC100359972
ENSRNOT00000047883	ENSRNOG00000032668	protein_coding	LOC102550291
ENSRNOT00000047645	ENSRNOG00000032668	protein_coding	LOC102550291
ENSRNOT00000096833	ENSRNOG00000032668	protein_coding	LOC102550291
ENSRNOT00000116100	ENSRNOG00000068024	protein_coding	B3gnt8
ENSRNOT00000104230	ENSRNOG00000068024	protein_coding	B3gnt8
ENSRNOT00000064667	ENSRNOG00000028113	protein_coding	Whamm
ENSRNOT00000108024	ENSRNOG00000028113	protein_coding	Whamm
ENSRNOT00000098341	ENSRNOG00000047124	protein_coding	Atp2a1
ENSRNOT00000103650	ENSRNOG00000047124	protein_coding	Atp2a1
ENSRNOT00000106738	ENSRNOG00000047124	protein_coding	Atp2a1
ENSRNOT00000074778	ENSRNOG00000047124	protein_coding	Atp2a1
ENSRNOT00000016152	ENSRNOG00000012067	protein_coding	Fam111a
ENSRNOT00000114952	ENSRNOG00000047696	protein_coding	AABR07003610.1
ENSRNOT00000027254	ENSRNOG00000020125	protein_coding	Cd79a
ENSRNOT00000036187	ENSRNOG00000026115	protein_coding	Zfp646
ENSRNOT00000015343	ENSRNOG00000042347	protein_coding	Zfp53
ENSRNOT00000033491	ENSRNOG00000026857	protein_coding	Kif7
ENSRNOT00000027995	ENSRNOG00000020607	protein_coding	Bckdha
ENSRNOT00000095163	ENSRNOG00000020607	protein_coding	Bckdha
ENSRNOT00000094806	ENSRNOG00000013057	protein_coding	Prc1
ENSRNOT00000095280	ENSRNOG00000013057	protein_coding	Prc1
ENSRNOT00000017532	ENSRNOG00000013057	protein_coding	Prc1
ENSRNOT00000110073	ENSRNOG00000013057	protein_coding	Prc1
ENSRNOT00000101538	ENSRNOG00000013057	protein_coding	Prc1
ENSRNOT00000098269	ENSRNOG00000070288	protein_coding	LOC120099868
ENSRNOT00000073415	ENSRNOG00000063345	protein_coding	Vom2r23
ENSRNOT00000112102	ENSRNOG00000019861	protein_coding	Tollip
ENSRNOT00000103130	ENSRNOG00000019861	protein_coding	Tollip
ENSRNOT00000046344	ENSRNOG00000019861	protein_coding	Tollip
ENSRNOT00000103591	ENSRNOG00000013194	protein_coding	Rps6ka2
ENSRNOT00000107274	ENSRNOG00000013194	protein_coding	Rps6ka2
ENSRNOT00000112387	ENSRNOG00000013194	protein_coding	Rps6ka2
ENSRNOT00000095647	ENSRNOG00000013194	protein_coding	Rps6ka2
ENSRNOT00000017809	ENSRNOG00000013194	protein_coding	Rps6ka2
ENSRNOT00000094462	ENSRNOG00000013194	protein_coding	Rps6ka2
ENSRNOT00000084800	ENSRNOG00000020906	protein_coding	Pola2
ENSRNOT00000028406	ENSRNOG00000020906	protein_coding	Pola2
ENSRNOT00000115121	ENSRNOG00000020906	protein_coding	Pola2
ENSRNOT00000044773	ENSRNOG00000032077	protein_coding	Or6aa1b
ENSRNOT00000082254	ENSRNOG00000036571	protein_coding	Ces2c
ENSRNOT00000074303	ENSRNOG00000036571	protein_coding	Ces2c
ENSRNOT00000080995	ENSRNOG00000036571	protein_coding	Ces2c
ENSRNOT00000087920	ENSRNOG00000012360	protein_coding	Gtf2h1
ENSRNOT00000066791	ENSRNOG00000012360	protein_coding	Gtf2h1
ENSRNOT00000099036	ENSRNOG00000012360	protein_coding	Gtf2h1
ENSRNOT00000089197	ENSRNOG00000058133	protein_coding	Ppm1n
ENSRNOT00000031488	ENSRNOG00000023496	protein_coding	Entrep2
ENSRNOT00000025955	ENSRNOG00000019178	protein_coding	Taf10
ENSRNOT00000094445	ENSRNOG00000014373	protein_coding	Trim66
ENSRNOT00000103681	ENSRNOG00000014373	protein_coding	Trim66
ENSRNOT00000019368	ENSRNOG00000014373	protein_coding	Trim66
ENSRNOT00000019267	ENSRNOG00000014187	protein_coding	Igf1r
ENSRNOT00000022127	ENSRNOG00000016498	protein_coding	AABR07004112.1
ENSRNOT00000084410	ENSRNOG00000061795	protein_coding	Rbm4b
ENSRNOT00000107410	ENSRNOG00000061795	protein_coding	Rbm4b
ENSRNOT00000105058	ENSRNOG00000019212	protein_coding	Tpp1
ENSRNOT00000026280	ENSRNOG00000019212	protein_coding	Tpp1
ENSRNOT00000119002	ENSRNOG00000070202	protein_coding	Pgpep1l
ENSRNOT00000094608	ENSRNOG00000020635	protein_coding	Exosc5
ENSRNOT00000096783	ENSRNOG00000020635	protein_coding	Exosc5
ENSRNOT00000028026	ENSRNOG00000020635	protein_coding	Exosc5
ENSRNOT00000094088	ENSRNOG00000020635	protein_coding	Exosc5
ENSRNOT00000075546	ENSRNOG00000047176	protein_coding	Lypd10
ENSRNOT00000102715	ENSRNOG00000047176	protein_coding	Lypd10
ENSRNOT00000074350	ENSRNOG00000047176	protein_coding	Lypd10
ENSRNOT00000090897	ENSRNOG00000017120	protein_coding	Abhd2
ENSRNOT00000023506	ENSRNOG00000017120	protein_coding	Abhd2
ENSRNOT00000080246	ENSRNOG00000020369	protein_coding	Igf2
ENSRNOT00000076187	ENSRNOG00000020276	protein_coding	Tnni2
ENSRNOT00000027487	ENSRNOG00000020276	protein_coding	Tnni2
ENSRNOT00000087625	ENSRNOG00000053583	protein_coding	Mapk3
ENSRNOT00000029471	ENSRNOG00000042059	protein_coding	Rccd1
ENSRNOT00000114134	ENSRNOG00000042059	protein_coding	Rccd1
ENSRNOT00000102265	ENSRNOG00000026040	protein_coding	Prss53
ENSRNOT00000035672	ENSRNOG00000026040	protein_coding	Prss53
ENSRNOT00000017362	ENSRNOG00000012683	protein_coding	Abhd17c
ENSRNOT00000119162	ENSRNOG00000068180	protein_coding	Tmem91
ENSRNOT00000032254	ENSRNOG00000021499	protein_coding	Siglech
ENSRNOT00000100820	ENSRNOG00000021499	protein_coding	Siglech
ENSRNOT00000114742	ENSRNOG00000021499	protein_coding	Siglech
ENSRNOT00000040147	ENSRNOG00000022822	protein_coding	Fam169b
ENSRNOT00000119682	ENSRNOG00000022822	protein_coding	Fam169b
ENSRNOT00000034790	ENSRNOG00000026891	protein_coding	AC093995.1
ENSRNOT00000117725	ENSRNOG00000068324	protein_coding	LOC684403
ENSRNOT00000099350	ENSRNOG00000068324	protein_coding	LOC684403
ENSRNOT00000116935	ENSRNOG00000014565	protein_coding	Lcmt1
ENSRNOT00000019640	ENSRNOG00000014565	protein_coding	Lcmt1
ENSRNOT00000071704	ENSRNOG00000022669	protein_coding	Cd177
ENSRNOT00000051619	ENSRNOG00000022669	protein_coding	Cd177
ENSRNOT00000084189	ENSRNOG00000051815	protein_coding	AC093995.3
ENSRNOT00000090893	ENSRNOG00000051782	protein_coding	LOC102548067
ENSRNOT00000093289	ENSRNOG00000034038	protein_coding	LOC100911413
ENSRNOT00000027919	ENSRNOG00000034038	protein_coding	LOC100911413
ENSRNOT00000109173	ENSRNOG00000019193	protein_coding	Stx1b
ENSRNOT00000026063	ENSRNOG00000019193	protein_coding	Stx1b
ENSRNOT00000028468	ENSRNOG00000024363	protein_coding	Sertad1
ENSRNOT00000099239	ENSRNOG00000060707	protein_coding	Atg2a
ENSRNOT00000090100	ENSRNOG00000060707	protein_coding	Atg2a
ENSRNOT00000109416	ENSRNOG00000012357	protein_coding	Unc45a
ENSRNOT00000017407	ENSRNOG00000012357	protein_coding	Unc45a
ENSRNOT00000110547	ENSRNOG00000012357	protein_coding	Unc45a
ENSRNOT00000033155	ENSRNOG00000024000	protein_coding	Cd22
ENSRNOT00000107053	ENSRNOG00000016978	protein_coding	C1h16orf54
ENSRNOT00000022765	ENSRNOG00000016978	protein_coding	C1h16orf54
ENSRNOT00000117513	ENSRNOG00000011659	protein_coding	Alpk3
ENSRNOT00000015898	ENSRNOG00000011659	protein_coding	Alpk3
ENSRNOT00000100974	ENSRNOG00000011659	protein_coding	Alpk3
ENSRNOT00000025586	ENSRNOG00000018928	protein_coding	LOC102553760
ENSRNOT00000095953	ENSRNOG00000018928	protein_coding	LOC102553760
ENSRNOT00000089073	ENSRNOG00000011599	protein_coding	Gldc
ENSRNOT00000110722	ENSRNOG00000011599	protein_coding	Gldc
ENSRNOT00000067612	ENSRNOG00000011599	protein_coding	Gldc
ENSRNOT00000104658	ENSRNOG00000011599	protein_coding	Gldc
ENSRNOT00000098068	ENSRNOG00000052070	protein_coding	Aldh1a3
ENSRNOT00000085158	ENSRNOG00000052070	protein_coding	Aldh1a3
ENSRNOT00000026907	ENSRNOG00000019879	protein_coding	Sycn
ENSRNOT00000109096	ENSRNOG00000049295	protein_coding	AABR07071891.3
ENSRNOT00000115655	ENSRNOG00000050282	protein_coding	Srcap
ENSRNOT00000072389	ENSRNOG00000050282	protein_coding	Srcap
ENSRNOT00000100505	ENSRNOG00000050282	protein_coding	Srcap
ENSRNOT00000094982	ENSRNOG00000050282	protein_coding	Srcap
ENSRNOT00000020281	ENSRNOG00000024245	protein_coding	Zkscan2
ENSRNOT00000106834	ENSRNOG00000024245	protein_coding	Zkscan2
ENSRNOT00000092044	ENSRNOG00000054506	protein_coding	Nccrp1
ENSRNOT00000028266	ENSRNOG00000020835	protein_coding	Hipk4
ENSRNOT00000027917	ENSRNOG00000043007	protein_coding	Rcn3
ENSRNOT00000085352	ENSRNOG00000043007	protein_coding	Rcn3
ENSRNOT00000036343	ENSRNOG00000012442	protein_coding	Cemip
ENSRNOT00000099679	ENSRNOG00000012236	protein_coding	Hddc3
ENSRNOT00000016445	ENSRNOG00000012236	protein_coding	Hddc3
ENSRNOT00000019654	ENSRNOG00000014513	protein_coding	Rexo5
ENSRNOT00000083153	ENSRNOG00000014513	protein_coding	Rexo5
ENSRNOT00000112360	ENSRNOG00000018158	protein_coding	Tmem181
ENSRNOT00000068457	ENSRNOG00000018158	protein_coding	Tmem181
ENSRNOT00000104987	ENSRNOG00000018158	protein_coding	Tmem181
ENSRNOT00000098929	ENSRNOG00000018158	protein_coding	Tmem181
ENSRNOT00000028660	ENSRNOG00000021106	protein_coding	Gramd1a
ENSRNOT00000094763	ENSRNOG00000021106	protein_coding	Gramd1a
ENSRNOT00000116007	ENSRNOG00000021106	protein_coding	Gramd1a
ENSRNOT00000097520	ENSRNOG00000021106	protein_coding	Gramd1a
ENSRNOT00000065950	ENSRNOG00000015540	protein_coding	Ppp6r3
ENSRNOT00000020886	ENSRNOG00000015540	protein_coding	Ppp6r3
ENSRNOT00000028665	ENSRNOG00000021108	protein_coding	Slc22a12
ENSRNOT00000092270	ENSRNOG00000021108	protein_coding	Slc22a12
ENSRNOT00000092496	ENSRNOG00000021108	protein_coding	Slc22a12
ENSRNOT00000072819	ENSRNOG00000050104	protein_coding	Clip3
ENSRNOT00000028247	ENSRNOG00000050104	protein_coding	Clip3
ENSRNOT00000102599	ENSRNOG00000018390	protein_coding	Pld3
ENSRNOT00000057177	ENSRNOG00000018390	protein_coding	Pld3
ENSRNOT00000032154	ENSRNOG00000021484	protein_coding	Rhoq-ps1
ENSRNOT00000052226	ENSRNOG00000013563	protein_coding	Vom2r43
ENSRNOT00000105581	ENSRNOG00000063992	protein_coding	Arnt2
ENSRNOT00000037226	ENSRNOG00000026957	protein_coding	Ms4a15
ENSRNOT00000024005	ENSRNOG00000017716	protein_coding	Ucp3
ENSRNOT00000027944	ENSRNOG00000020583	protein_coding	Fcgrt
ENSRNOT00000104770	ENSRNOG00000020583	protein_coding	Fcgrt
ENSRNOT00000099731	ENSRNOG00000020583	protein_coding	Fcgrt
ENSRNOT00000073596	ENSRNOG00000050828	protein_coding	Vkorc1
ENSRNOT00000101446	ENSRNOG00000050828	protein_coding	Vkorc1
ENSRNOT00000024785	ENSRNOG00000018385	protein_coding	Chrm1
ENSRNOT00000080613	ENSRNOG00000025216	protein_coding	Alkbh6
ENSRNOT00000051259	ENSRNOG00000025216	protein_coding	Alkbh6
ENSRNOT00000091506	ENSRNOG00000020953	protein_coding	Ms4a7
ENSRNOT00000028443	ENSRNOG00000020953	protein_coding	Ms4a7
ENSRNOT00000024338	ENSRNOG00000018083	protein_coding	AABR07004876.1
ENSRNOT00000026219	ENSRNOG00000019301	protein_coding	Lipm
ENSRNOT00000029629	ENSRNOG00000026408	protein_coding	Rnf169
ENSRNOT00000098047	ENSRNOG00000015518	protein_coding	Rbp4
ENSRNOT00000021055	ENSRNOG00000015518	protein_coding	Rbp4
ENSRNOT00000044238	ENSRNOG00000017762	protein_coding	Cdhr5
ENSRNOT00000116628	ENSRNOG00000017762	protein_coding	Cdhr5
ENSRNOT00000116993	ENSRNOG00000017762	protein_coding	Cdhr5
ENSRNOT00000083691	ENSRNOG00000055775	protein_coding	Or55b3
ENSRNOT00000033858	ENSRNOG00000023274	protein_coding	Lrrc28
ENSRNOT00000117149	ENSRNOG00000023274	protein_coding	Lrrc28
ENSRNOT00000059154	ENSRNOG00000021207	protein_coding	Lgals12
ENSRNOT00000111516	ENSRNOG00000021207	protein_coding	Lgals12
ENSRNOT00000072135	ENSRNOG00000050024	protein_coding	Ms4a4a
ENSRNOT00000081156	ENSRNOG00000071184	protein_coding	Or14a257b
ENSRNOT00000104307	ENSRNOG00000019666	protein_coding	Ubxn1
ENSRNOT00000026651	ENSRNOG00000019666	protein_coding	Ubxn1
ENSRNOT00000028265	ENSRNOG00000049277	protein_coding	Syne4
ENSRNOT00000051422	ENSRNOG00000049277	protein_coding	Syne4
ENSRNOT00000090545	ENSRNOG00000049277	protein_coding	Syne4
ENSRNOT00000072579	ENSRNOG00000028909	protein_coding	AABR07006242.1
ENSRNOT00000049011	ENSRNOG00000028909	protein_coding	AABR07006242.1
ENSRNOT00000038138	ENSRNOG00000020527	protein_coding	Drap1
ENSRNOT00000073942	ENSRNOG00000047431	protein_coding	Tmem262
ENSRNOT00000024656	ENSRNOG00000018207	protein_coding	Dynlt1
ENSRNOT00000107400	ENSRNOG00000018207	protein_coding	Dynlt1
ENSRNOT00000047069	ENSRNOG00000033881	protein_coding	Insyn2a
ENSRNOT00000102791	ENSRNOG00000033881	protein_coding	Insyn2a
ENSRNOT00000022049	ENSRNOG00000016358	protein_coding	Apba2
ENSRNOT00000107834	ENSRNOG00000016358	protein_coding	Apba2
ENSRNOT00000119541	ENSRNOG00000069807	protein_coding	Mrgprg
ENSRNOT00000096559	ENSRNOG00000026527	protein_coding	Snx32
ENSRNOT00000036745	ENSRNOG00000026527	protein_coding	Snx32
ENSRNOT00000097608	ENSRNOG00000026527	protein_coding	Snx32
ENSRNOT00000109394	ENSRNOG00000019725	protein_coding	Actr1a
ENSRNOT00000026792	ENSRNOG00000019725	protein_coding	Actr1a
ENSRNOT00000027075	ENSRNOG00000019982	protein_coding	Ethe1
ENSRNOT00000071020	ENSRNOG00000045568	protein_coding	Rbm14
ENSRNOT00000072373	ENSRNOG00000045568	protein_coding	Rbm14
ENSRNOT00000065386	ENSRNOG00000016728	protein_coding	Tiam2
ENSRNOT00000117546	ENSRNOG00000036649	protein_coding	Pwwp2b
ENSRNOT00000023619	ENSRNOG00000036649	protein_coding	Pwwp2b
ENSRNOT00000109409	ENSRNOG00000070689	protein_coding	Tnfrsf22
ENSRNOT00000096469	ENSRNOG00000070689	protein_coding	Tnfrsf22
ENSRNOT00000074747	ENSRNOG00000045561	protein_coding	Uqcc3
ENSRNOT00000066328	ENSRNOG00000020595	protein_coding	Rps11
ENSRNOT00000093220	ENSRNOG00000020595	protein_coding	Rps11
ENSRNOT00000046849	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000045165	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000041839	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000110436	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000025536	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000114826	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000027645	ENSRNOG00000020389	protein_coding	Capn12
ENSRNOT00000084065	ENSRNOG00000055506	protein_coding	LOC102551929
ENSRNOT00000111120	ENSRNOG00000018322	protein_coding	Picalm
ENSRNOT00000084268	ENSRNOG00000018322	protein_coding	Picalm
ENSRNOT00000092945	ENSRNOG00000018322	protein_coding	Picalm
ENSRNOT00000091470	ENSRNOG00000018322	protein_coding	Picalm
ENSRNOT00000104355	ENSRNOG00000064559	protein_coding	Gm49403
ENSRNOT00000026908	ENSRNOG00000019851	protein_coding	Cox6a2
ENSRNOT00000021714	ENSRNOG00000016120	protein_coding	Tlx1
ENSRNOT00000027022	ENSRNOG00000019920	protein_coding	Doc2a
ENSRNOT00000028275	ENSRNOG00000020839	protein_coding	Lrfn3
ENSRNOT00000104637	ENSRNOG00000064232	protein_coding	LOC103691238
ENSRNOT00000075165	ENSRNOG00000050180	protein_coding	Zfpl1
ENSRNOT00000112710	ENSRNOG00000050180	protein_coding	Zfpl1
