pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0495867768595041	0.112697220135237	-0.34061708817962	-1.33839044125808	5	72	BST2 TXNIP PSME1 MVB12A CNP PSMB8 B2M CCRL2 IRF9 PROCR HELZ2 NUB1 PARP12 STAT2 ISG15 TRIM21 HERC6 ISG20 OGFR TRIM26
HALLMARK_APICAL_JUNCTION	0.0041407867494824	0.0188217579521927	0.441315871743019	1.4578540625678	3	176	CDH6 SDC3 CDH1 SYK ITGB4 FBN1 LAYN VCAN VCAM1 AKT2 MYH9 MSN NECTIN1 VCL COL16A1 NEXN CD276 RASA1 PTEN TGFBI PTK2 LIMA1 FYB1 ACTG1 IRS1 PIK3CB MAP3K20 ITGB1 IKBKG NECTIN3 DLG1 ADAMTS5
HALLMARK_HEDGEHOG_SIGNALING	0.0214917825537295	0.0632111251580278	0.569097287562684	1.51795805005007	16	33	MYH9 AMOT OPHN1 RASA1 UNC5C ADGRG1 CDK6 NRCAM VLDLR L1CAM NRP1 NF1 CRMP1 PML NRP2 HEY1
HALLMARK_E2F_TARGETS	0.0256410256410256	0.067476383265857	-0.307898363352478	-1.38773644703088	0	182	POLE4 DDX39A CCNE1 PPM1D DLGAP5 AURKA RFC2 WDR90 CDKN1A CDK1 KIF2C KIF22 TP53 CDC20 DCTPP1 MCM2 NCAPD2 RPA3 DCLRE1B UBE2S STMN1 CDK4 MCM7 RPA2 CKS2 TIMELESS EXOSC8 MCM5 SPC24 SNRPB POLD1 NUP205 CKS1B PCNA TACC3 CDKN1B CHEK2 POP7 RRM2 DUT NAA38 MAD2L1 PAICS MTHFD2 CDKN3 CDCA3 NOP56 ILF3 RAD51AP1 TUBB MCM3 PPP1R8 HMGB2 PSMC3IP RNASEH2A UBE2T SHMT1 PAN2 AK2 KIF18B PLK1 MSH2
HALLMARK_MYC_TARGETS_V2	0.0206896551724138	0.0632111251580278	-0.419973948729836	-1.53165554456465	2	51	DUSP2 HK2 BYSL RCL1 DCTPP1 CDK4 SORD MCM5 GRWD1 PUS1 TCOF1 EXOSC5 NOC4L NIP7 IPO4 NOP56 AIMP2 PPRC1 PLK1 SLC19A1 SRM RRP9 UNG PLK4 SUPV3L1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.00103950103950104	0.00801667468334135	0.66963662947074	2.20741815244077	0	173	DPYSL3 IGFBP3 SPARC COL5A1 LOXL2 FSTL1 CDH6 TIMP3 THBS1 PCOLCE2 DAB2 INHBA FBN1 PLOD2 COL4A2 WNT5A VCAN VCAM1 PMEPA1 PRRX1 AREG LOX MYLK COL4A1 COL12A1 CD44 GLIPR1 NNMT MATN2 CXCL12 RHOB CADM1 PMP22 VIM COL11A1 COL6A2 COL16A1 COL5A3 FGF2 ADAM12 GAS1 TGFBI ECM1 VEGFC COL3A1 CALD1 BDNF WIPF1 MAGEE1 FLNA ITGB1 NT5E DST COL1A1 ITGAV EDIL3 PCOLCE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.0277777777777778	0.0694444444444445	-0.419838804304158	-1.85492868596318	0	176	ATP6V1F ATP5MF COX8A COX6A1 NDUFA3 ATP6V0C NDUFS3 NDUFC1 COX4I1 NDUFA2 ATP5F1E ATP5ME PHB2 RETSAT COX6B1 NDUFB7 ATP6V1E1 ATP5F1D ATP1B1 MDH2 ATP5F1B ATP6V0B ECI1 NDUFS2 ISCU MRPL11 COX7A2 ALAS1 NDUFA9 FXN NDUFB2 UQCRC1 GPX4 ATP5MC3 MRPS11 OXA1L NDUFS7 NDUFA1 COX7A2L TIMM50 IDH3B NDUFS8 NDUFS6 ECH1 NDUFA4 SDHB TIMM13 MRPS12 ATP5F1A BAX UQCRQ ATP5PB VDAC2 IMMT IDH1 ECHS1 GRPEL1 TIMM17A ATP6V0E1 ATP5PD ATP5F1C POR CYC1 MPC1 NDUFB6 MRPS15 NDUFV1 NDUFA8 ACO2 ATP6V1D SUCLG1 MRPL34 TIMM10 HTRA2 PHYH NDUFB3 ATP6V1G1 UQCR10 COX5A MTRF1
HALLMARK_GLYCOLYSIS	0.00104058272632674	0.00801667468334135	0.44853154014695	1.47853522860608	0	178	IGFBP3 COL5A1 SDC3 SDC2 PLOD2 HS6ST2 VCAN ANGPTL4 CD44 GLCE CHST2 SLC16A3 PHKA2 CHST1 P4HA2 NDST3 EXT1 TGFBI MET AK4 TGFA PAM FUT8 SLC35A3 SOX9 GPC4 NT5E B4GALT4 ARTN TPBG GNE ERO1A CTH DLD SDC1 PGK1 EGLN3 UGP2 ME1 AGL AK3 NSDHL CLN6 COPB2 HMMR VLDLR FAM162A GPC1 GCLC ZNF292 GNPDA1 KIF2A
HALLMARK_UV_RESPONSE_UP	0.0149253731343284	0.0574052812858783	-0.337825919501531	-1.4749890602685	0	130	FOSB ATP6V1F FGF18 NFKBIA EPCAM CA2 ICAM1 FOS NR4A1 CNP CCNE1 KLHDC3 PPT1 FKBP4 UROD RPN1 MMP14 RAB27A LYN ATF3 AP2S1 BCL2L11 ALAS1 BSG RXRB PDAP1 POLR2H CDK2 JUNB HMOX1 ENO2 WIZ SELENOW TYRO3 GRPEL1 PSMC3 SPR BID PRPF3 STIP1 FEN1 PPAT TAP1 CCND3 GPX3 DNAJB1
HALLMARK_UV_RESPONSE_DN	0.0010752688172043	0.00801667468334135	0.563274376214422	1.80995085801967	0	131	SDC2 DAB2 IGFBP5 CAV1 HAS2 PPARG DDAH1 KALRN PMP22 COL11A1 EFEMP1 SYNE1 FZD2 PRKCA MAP1B PTEN PRKAR2B ATP2B4 CDON MET DLC1 COL3A1 BDNF IRS1 WDR37 CDC42BPA ABCC1 ATRX COL1A1 NEK7 DLG1 SPOP SIPA1L1 INPP4B MMP16 LPAR1 ATP2C1 TFPI ATRN ATP2B1 SNAI2 ANXA2 FHL2 PTPRM PTPN21 LTBP1 VLDLR RXRA RASA2 ANXA4 ADD3 APBB2 NRP1 GCNT1 MYC CELF2 TGFBR2 AKT3 F3 ZMIZ1 LDLR ATXN1 CDK13 RGS4 NOTCH2 NIPBL
HALLMARK_ANGIOGENESIS	0.00128865979381443	0.00805412371134021	0.729968720025844	1.87906880315881	0	28	S100A4 FSTL1 VCAN JAG1 FGFR1 TNFRSF21 PTK2 COL3A1 ITGAV PDGFA SLCO2A1 APP SPP1 NRP1 MSX1 OLR1
HALLMARK_KRAS_SIGNALING_UP	0.00104166666666667	0.00801667468334135	0.49010765919387	1.61235011356967	0	169	IL33 IGFBP3 ANO1 TMEM176B TMEM176A ADGRA2 INHBA PLAU NGF ANGPTL4 EREG AMMECR1 PRRX1 GALNT3 TSPAN1 ST6GAL1 AKT2 BTC SEMA3B PRKG2 MTMR10 NIN CPE FLT4 ETS1 FBXO4 MALL GFPT2 EMP1 SOX9 F2RL1 KCNN4 ANKH RGS16 C3AR1 ERO1A BIRC3 DCBLD2 TSPAN13 NAP1L2 TFPI ACE
