Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
AJAP1	359.25	910.17	485.76	2041.86	958.67	1346.57	162.47	211.71	166.51	227.93
PTAFR	3.28	37.19	2.73	44.48	40.37	28.7	7.56	10.93	7.59	5.83
NKAIN1	1675.39	1093.95	2793.98	9368.29	7533.16	8603.19	1682.11	1835.2	1437.79	1584.71
SNRNP40	137.79	409.14	181.9	416.46	451.59	705.57	182.87	187.55	177.61	116.21
SLC25A33	71.63	115.96	81.07	533.71	141.28	566.85	96.73	65.01	82.38	46.66
ENSG00000270927	0.0	8.75	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJB3	0.55	2.19	0.0	0.0	5.05	0.0	1.51	2.3	1.75	1.35
LINC01756	0.0	10.94	0.68	0.0	12.61	0.0	0.0	0.0	0.0	0.9
DNAJC16	217.63	308.49	305.22	1208.94	597.91	928.01	312.84	329.07	271.08	129.67
EYA3	218.17	616.99	257.53	1241.29	1029.31	1126.52	257.68	357.84	278.68	192.48
ZNF593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FABP3	347.22	330.37	480.99	897.61	837.58	722.31	467.0	464.84	477.31	128.32
EPHA2	425.96	1089.57	609.07	64.69	68.12	28.7	1033.75	1225.96	942.95	6.28
LINC02780	3.28	19.69	0.0	0.0	0.0	0.0	0.0	5.18	0.0	2.24
ENSG00000233234	0.0	6.56	0.0	20.22	0.0	0.0	0.0	3.45	0.0	0.0
ARHGEF19	9.84	37.19	20.44	0.0	30.27	47.84	14.36	25.89	4.67	9.42
KAZN-AS1	4.37	96.27	1.36	48.52	40.37	9.57	4.53	11.51	6.43	7.63
GPR153	677.48	827.03	880.91	2454.27	1750.84	3525.47	422.42	509.14	347.62	493.09
ENSG00000270605	2.73	30.63	2.73	0.0	17.66	21.53	6.8	4.6	5.26	4.94
KAZN	462.59	881.72	657.45	1839.69	1231.14	1463.76	472.29	641.46	501.27	198.31
CHCHD2P6	2.73	6.56	1.36	0.0	10.09	14.35	0.0	1.73	0.0	0.0
ENSG00000235143	2.73	50.32	2.04	0.0	5.05	14.35	0.0	2.88	0.58	4.04
ENSG00000225478	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.45
LINC00337	4.92	87.52	2.73	93.0	50.46	2.39	16.62	22.44	18.7	10.32
TNFRSF1B	0.55	56.89	0.68	101.08	35.32	0.0	5.29	17.26	4.09	4.04
C1orf195	1.09	10.94	0.0	0.0	17.66	0.0	0.0	0.58	1.17	2.24
ENSG00000233372	0.0	4.38	0.68	44.48	0.0	0.0	0.0	0.58	1.75	0.0
ENSG00000283259	0.0	0.0	0.0	4.04	5.05	0.0	0.0	1.15	2.34	0.0
LINC01226	2.19	96.27	10.9	20.22	32.8	0.0	6.8	16.11	5.84	9.87
UBE4B	879.25	1581.85	1019.21	5062.19	2787.72	3793.35	867.5	961.32	855.31	551.87
TMEM51-AS1	6.01	48.13	7.49	0.0	35.32	57.4	15.87	27.61	14.61	10.32
PLA2G5	3.83	76.58	2.04	129.39	30.27	9.57	5.29	17.26	3.51	5.83
PTPRU	393.15	802.96	557.98	853.13	1039.4	1179.14	479.85	644.91	526.39	218.95
ZMYM6	82.57	216.6	88.57	432.63	254.81	602.73	68.01	103.55	74.2	83.9
ENSG00000232768	0.55	2.19	0.0	0.0	2.52	0.0	1.51	0.0	0.0	0.0
FTLP18	0.0	0.0	0.0	113.21	0.0	0.0	0.0	0.0	0.0	0.0
GJB5	0.0	4.38	2.04	16.17	2.52	0.0	1.51	0.58	2.34	3.14
AGO4	620.07	1284.3	697.64	4087.76	2328.57	3396.31	398.23	564.94	474.39	435.66
CDCA8	27.89	78.76	28.61	133.43	85.78	69.36	43.83	84.57	72.44	8.97
ENSG00000272420	5.47	2.19	1.36	16.17	20.18	31.09	7.56	3.45	9.35	2.69
CPLANE2	25.15	67.82	23.85	396.24	131.19	153.07	23.43	42.57	19.86	19.74
ZBTB8B	85.3	282.24	124.68	646.93	428.88	686.44	66.5	104.13	72.44	61.02
RPL22	1860.76	761.39	2161.74	7544.77	3254.45	5725.89	2013.09	1712.09	2551.91	1056.62
ENSG00000272510	0.0	0.0	0.0	16.17	2.52	0.0	0.0	0.0	0.0	0.9
RNF207	28.43	63.45	38.15	198.12	80.73	136.33	44.58	46.6	18.7	9.42
LINC02810	0.0	10.94	2.04	0.0	12.61	0.0	1.51	2.3	0.0	0.9
FTH1P1	1.09	6.56	5.45	4.04	27.75	0.0	6.8	14.96	3.51	1.35
PAX7	0.55	35.01	2.73	16.17	45.41	59.79	9.82	9.78	15.77	6.28
ENSG00000287396	0.0	0.0	0.68	0.0	0.0	0.0	0.0	1.15	0.0	0.0
ENSG00000223589	0.0	0.0	1.36	0.0	7.57	0.0	0.0	1.73	0.58	0.0
EXTL1	4.92	37.19	12.26	161.73	55.5	31.09	8.31	17.26	6.43	9.42
CASZ1	171.15	391.63	183.27	1661.79	1157.98	1726.86	70.28	73.06	58.42	80.31
AGMAT	3.83	41.57	8.18	0.0	45.41	7.18	0.76	9.78	2.92	3.14
ENSG00000237301	5.47	63.45	5.45	234.51	32.8	2.39	10.58	15.53	3.51	1.79
DNALI1	441.27	555.73	508.92	2142.94	1165.55	1592.92	354.41	354.38	401.37	341.89
ENSG00000227527	8.2	13.13	4.77	8.09	7.57	26.31	3.78	3.45	7.01	6.28
RRAGC	262.46	225.35	280.69	1132.12	676.12	1219.8	472.29	589.68	624.54	145.82
SPCS2P4	16.4	17.5	15.67	121.3	55.5	28.7	21.16	21.29	26.29	12.56
GRIK3	935.57	2273.23	1069.63	10205.25	4730.3	6156.41	373.3	535.03	376.24	843.05
PLA2G2D	0.0	30.63	0.0	0.0	10.09	0.0	3.78	8.05	1.17	2.69
YRDC	104.99	78.76	119.91	424.54	295.17	617.08	102.01	73.06	139.05	74.03
ENSG00000230163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPFP1	0.0	24.07	0.0	0.0	0.0	0.0	0.0	2.88	0.0	0.45
CD24P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0
GUCA2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCC2	567.03	1424.32	641.78	3687.48	1849.23	3977.51	735.26	948.09	791.63	202.35
HSPA5P1	4.37	45.95	6.13	8.09	10.09	0.0	21.91	20.14	13.44	2.69
ENSG00000284650	2.19	30.63	1.36	0.0	17.66	0.0	8.31	6.33	7.59	3.59
ENSG00000237329	0.0	6.56	0.0	0.0	0.0	0.0	0.0	2.3	5.26	0.0
ENSG00000236948	0.0	59.07	0.0	48.52	0.0	9.57	2.27	5.18	2.34	3.14
PSMB2	452.2	347.88	639.73	1099.77	1377.46	2154.98	604.53	556.89	567.87	390.34
ENSG00000274944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.9
CASP9	61.24	85.33	62.68	250.68	206.87	239.18	71.79	118.51	74.78	62.37
DDI2	171.15	402.57	252.08	1435.37	691.25	971.06	211.59	282.47	252.97	125.18
ENSG00000284748	0.0	2.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272078	3.83	24.07	4.77	76.82	27.75	2.39	2.27	4.6	0.0	1.79
UQCRH	1003.92	2796.14	1558.11	3744.08	4513.34	4121.02	2152.13	1747.18	1625.32	1017.59
MIR3659HG	16.95	109.4	23.16	299.2	68.12	78.93	26.45	18.98	11.1	8.52
ENSG00000233728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS29P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0
ENSG00000231606	0.55	13.13	0.68	0.0	7.57	0.0	0.76	4.03	4.09	4.49
SELENOWP1	0.0	0.0	0.0	0.0	17.66	0.0	1.51	1.15	0.0	0.0
ENSG00000284632	1.09	70.01	5.45	0.0	20.18	0.0	6.8	4.03	4.09	4.04
GPR199P	0.55	4.38	2.73	0.0	2.52	2.39	1.51	2.3	1.17	0.0
THRAP3	2109.55	2901.16	2256.44	18008.79	6645.12	5795.26	2479.33	2973.72	2978.98	1260.32
ENSG00000254553	0.0	13.13	1.36	16.17	15.14	0.0	1.51	3.45	0.58	0.0
ENSG00000284653	0.0	45.95	0.0	12.13	0.0	0.0	0.76	5.18	0.0	2.69
ENSG00000237749	1.09	8.75	4.09	80.87	5.05	2.39	8.31	9.2	9.35	1.79
PADI6	0.0	37.19	4.77	0.0	12.61	0.0	0.0	8.05	4.67	1.35
ENSG00000284705	0.0	4.38	0.0	0.0	0.0	2.39	3.78	4.03	1.17	1.79
ENSG00000228776	0.0	10.94	1.36	0.0	2.52	4.78	0.0	0.58	0.0	0.45
PADI4	0.0	8.75	0.68	28.3	7.57	2.39	0.76	12.66	0.0	5.38
C1orf122	48.12	37.19	143.75	113.21	244.71	552.5	103.53	80.54	73.03	85.7
LINC01654	0.0	45.95	0.68	76.82	0.0	4.78	1.51	4.6	0.0	6.73
EPHA10	59.05	220.98	95.38	238.55	378.42	492.7	38.54	53.5	29.21	41.73
FHL3	77.65	70.01	119.23	88.95	50.46	112.41	250.12	266.94	222.59	31.41
ENSG00000284743	0.0	2.19	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0
RHBDL2	8.2	28.44	4.77	129.39	55.5	7.18	13.6	12.08	11.68	4.49
INPP5B	128.5	409.14	156.02	1512.19	489.43	1028.46	148.87	209.98	149.56	92.43
FAM183A	0.0	4.38	0.0	0.0	2.52	0.0	7.56	10.36	5.26	0.45
ZMYM4	856.83	1135.52	939.5	5159.23	2752.4	3783.78	854.66	969.38	844.21	616.47
UTP11	235.12	490.09	269.11	655.01	633.23	990.19	293.95	345.75	349.37	174.08
ENSG00000271741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN4P2	0.55	0.0	0.68	0.0	2.52	0.0	0.0	1.15	0.0	0.0
C1orf216	555.55	1743.76	677.2	3165.89	2772.59	2944.27	136.02	150.15	141.38	279.97
SHMT1P1	0.0	4.38	0.0	0.0	2.52	0.0	0.0	1.15	0.0	0.0
ACTL8	1.09	21.88	0.68	16.17	10.09	11.96	1.51	5.18	2.92	2.24
PHBP12	1.09	13.13	2.04	0.0	12.61	0.0	0.0	1.15	0.0	5.38
RLF	561.56	1317.12	610.44	3695.56	1516.22	2595.07	593.95	732.93	631.55	393.49
ENSG00000284989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231630	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.0
CLSPN	114.83	393.82	118.54	1091.69	451.59	444.87	161.71	175.47	184.03	57.43
ENSG00000255811	0.0	13.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNL2	875.97	1325.87	962.67	7771.19	2870.98	3300.64	1138.79	1216.76	1381.12	648.33
GJA4	0.0	26.25	2.04	60.65	7.57	0.0	4.53	8.63	2.92	4.49
TUBAP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225142	0.0	10.94	1.36	0.0	7.57	0.0	0.0	5.18	0.0	1.79
LINC02812	3.83	21.88	4.09	80.87	7.57	0.0	3.78	5.18	2.92	7.18
ENSG00000223390	1.09	13.13	0.68	0.0	5.05	0.0	0.0	1.73	1.75	0.0
ENSG00000284720	0.0	72.2	2.04	0.0	20.18	0.0	1.51	5.18	2.92	1.79
FCF1P6	0.0	21.88	0.68	0.0	5.05	4.78	2.27	0.58	0.0	0.9
MORN1	51.95	87.52	66.09	117.26	232.1	143.51	55.16	68.46	52.58	42.18
TUBBP10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC22	4.37	63.45	3.41	125.34	12.61	0.0	1.51	14.96	7.01	8.97
ENSG00000236111	2.73	13.13	0.0	0.0	5.05	31.09	3.02	2.88	1.17	0.45
TIE1	3.83	111.58	4.77	125.34	47.93	45.44	52.14	44.87	36.81	6.28
MYCBP	26.79	13.13	30.66	165.77	55.5	35.88	56.67	47.17	54.92	15.25
DLGAP3	141.62	319.43	220.06	958.26	618.09	676.87	126.2	138.65	114.51	143.57
GOT2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	1.79
ENSG00000236723	0.0	0.0	0.68	24.26	7.57	9.57	0.76	0.0	0.0	0.45
TMA16P2	1.09	26.25	0.0	0.0	0.0	57.4	0.76	0.0	1.17	0.0
RIMS3	2020.42	4264.22	2436.98	16431.91	8976.21	18409.44	856.17	1097.1	890.95	1413.76
ECHDC2	9.3	148.78	17.03	153.64	108.48	21.53	27.96	66.73	23.37	17.5
RAB3B	544.61	1170.53	660.85	2700.91	1755.89	2145.42	228.21	321.59	230.19	172.29
SMIM12	252.62	479.15	249.35	1390.89	837.58	1267.64	337.03	327.35	314.32	197.86
ENSG00000225779	0.0	0.0	4.09	0.0	37.84	0.0	4.53	0.0	0.0	0.0
ENSG00000284601	0.55	2.19	1.36	0.0	7.57	0.0	3.78	5.75	1.17	3.59
MRPS6P2	0.55	10.94	0.68	0.0	7.57	26.31	0.0	7.48	0.0	0.9
TMEM61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227416	0.0	10.94	0.68	0.0	5.05	2.39	1.51	0.0	1.17	0.45
ENSG00000232335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0
ENSG00000260971	3.28	100.64	14.31	44.48	70.64	141.11	19.65	14.38	5.84	19.29
CYP4A26P	0.0	0.0	0.0	0.0	0.0	0.0	3.02	0.0	0.0	0.45
LINC02808	2.19	87.52	1.36	0.0	10.09	7.18	0.76	10.36	4.09	3.59
LINC02778	0.0	8.75	0.0	0.0	12.61	2.39	0.0	1.73	0.0	3.59
ENSG00000285839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01343	1.09	15.32	1.36	8.09	2.52	0.0	3.02	5.18	0.58	1.79
ENSG00000232762	0.0	8.75	0.0	0.0	10.09	0.0	0.0	2.88	3.51	0.45
ERI3	152.56	76.58	215.29	270.9	446.54	1207.84	194.96	173.16	156.57	117.55
CZIB	120.84	181.6	153.97	335.59	375.9	786.89	182.87	158.21	167.09	103.64
FAM151A	0.0	17.5	1.36	0.0	2.52	0.0	1.51	0.58	0.58	2.69
PODN	13.12	41.57	8.86	210.25	25.23	0.0	27.96	50.05	29.21	4.04
OSBPL9	1325.99	1424.32	1585.37	8664.76	4089.5	6386.02	1196.22	1495.78	1341.97	735.82
PHBP3	1.64	10.94	0.68	0.0	5.05	0.0	3.78	1.15	0.0	0.0
C1orf210	1.64	28.44	1.36	64.69	12.61	0.0	1.51	6.33	1.17	0.9
PARS2	19.14	15.32	24.53	48.52	45.41	66.97	38.54	20.14	17.53	15.25
ZYG11A	4.37	48.13	1.36	52.56	25.23	2.39	6.05	10.93	2.92	6.28
ENSG00000284686	0.55	0.0	0.0	0.0	5.05	0.0	0.0	4.6	1.17	2.24
ZYG11B	392.6	374.13	437.39	2155.07	1122.66	1853.62	315.11	417.09	350.54	308.24
LINC01755	0.55	26.25	4.09	20.22	5.05	11.96	3.78	6.9	0.0	3.14
ENSG00000259818	3.83	54.7	2.04	36.39	40.37	19.13	2.27	9.78	4.09	6.73
ST3GAL3-AS1	2.19	2.19	1.36	0.0	7.57	0.0	4.53	4.03	0.58	4.04
L1TD1	3.83	32.82	4.09	198.12	35.32	9.57	47.61	39.7	61.93	8.08
ENSG00000234318	0.0	8.75	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.45
ENSG00000284773	2.73	0.0	0.0	8.09	0.0	0.0	1.51	5.18	4.09	0.45
ENSG00000234481	0.0	10.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TXNDC12	161.85	185.97	143.75	695.44	350.67	681.65	124.68	151.88	140.8	67.3
ENSG00000235612	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.58	0.0	0.0
TXNDC12-AS1	0.0	2.19	1.36	0.0	5.05	0.0	0.0	1.15	0.58	0.0
SF3A3	1100.16	1535.91	1294.45	7249.61	4175.28	5730.68	1106.29	1231.14	1512.57	990.22
ENSG00000227485	0.0	10.94	3.41	0.0	20.18	19.13	0.76	0.58	0.0	4.49
