Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
ENSG00000154743	136.15	301.93	167.6	1035.08	534.84	483.14	100.5	157.63	141.97	99.16
ENSG00000288679	0.55	10.94	0.68	44.48	10.09	0	0	6.33	2.34	6.28
ENSG00000164050	375.65	820.46	475.54	1872.04	1274.03	2559.19	473.05	596.01	398.44	239.14
ENSG00000164051	108.27	317.25	106.28	869.31	297.69	973.45	133	150.73	155.4	69.99
ENSG00000232112	189.74	72.2	284.78	250.68	396.08	542.93	232.74	190.42	274.59	131.01
ENSG00000244380	3.83	2.19	0	0	17.66	62.19	0	2.88	0	2.24
ENSG00000213689	0	0	0	0	0	0	0	0	0	0
ENSG00000114268	560.47	1153.02	731.03	1322.15	1112.57	1540.3	1174.3	1444	1266.61	317.21
ENSG00000278799	0	0	0	0	0	0	0.76	0.58	0	0
ENSG00000145040	9.84	65.64	13.63	274.94	105.96	19.13	30.98	37.39	19.86	12.56
ENSG00000284251	0	0	0	0	0	0	0	0	0	0.9
ENSG00000010256	672.02	1118.02	844.8	3626.83	2134.31	3676.15	819.14	964.2	943.53	621.41
ENSG00000183396	1.09	8.75	0	76.82	0	0	2.27	2.3	1.17	0.9
ENSG00000225697	125.76	251.61	105.6	218.34	184.17	497.49	207.05	283.62	191.04	28.27
ENSG00000284364	0	0	0	0	0	0	0	0	0	0
ENSG00000008300	611.87	1354.31	775.99	4645.73	2495.07	4003.82	473.8	700.71	455.7	362.98
ENSG00000284575	0	0	0.68	0	0	0	0.76	1.15	0.58	0.9
ENSG00000213672	91.86	74.39	162.83	335.59	343.1	397.03	175.31	242.78	187.54	64.16
ENSG00000228350	4.92	21.88	2.04	28.3	12.61	9.57	6.8	4.03	1.75	2.24
ENSG00000271973	3.83	0	0	0	5.05	4.78	2.27	1.73	2.92	0
ENSG00000068745	1561.11	1188.03	1889.22	9521.94	6478.62	6154.02	1579.34	1637.88	1740.42	1611.18
ENSG00000114270	471.34	1529.34	382.89	452.85	345.63	968.67	1851.38	2951.28	2018.51	67.75
ENSG00000075975	70.54	181.6	109.69	529.67	237.15	734.27	114.11	129.44	134.37	61.47
ENSG00000172667	365.81	505.4	436.71	760.14	436.45	499.88	663.47	791.04	813.25	103.64
ENSG00000200616	0	0	0	0	0	0	0	0	0	0
ENSG00000229102	0	2.19	4.77	0	17.66	2.39	3.02	0.58	0.58	2.24
ENSG00000121879	222	546.98	271.84	1702.22	809.83	1456.59	187.4	224.94	216.16	135.5
ENSG00000241553	322.61	365.38	491.21	752.05	1046.97	1559.43	408.06	483.83	356.96	214.02
ENSG00000163964	149.82	332.56	187.36	703.53	572.68	1114.56	135.26	144.4	147.81	169.6
ENSG00000197763	31.17	137.84	39.51	137.47	126.14	143.51	45.34	74.79	37.97	15.25
ENSG00000179097	1.09	10.94	2.04	0	17.66	35.88	6.05	5.75	2.92	4.49
ENSG00000114779	40.46	19.69	47.01	84.91	60.55	353.98	68.01	71.91	56.67	22.43
ENSG00000239732	0	0	0	0	0	0	0	1.15	0	0.45
ENSG00000163918	133.97	177.22	187.36	339.64	491.95	1217.41	185.14	161.66	202.14	88.39
ENSG00000180044	3.28	32.82	2.73	0	12.61	155.46	4.53	2.88	7.01	1.79
ENSG00000232382	0	4.38	0	24.26	2.52	0	0.76	1.15	0	3.59
ENSG00000114026	232.39	544.79	323.61	1128.08	1079.77	1408.75	179.85	242.2	160.66	141.33
ENSG00000144681	74.36	129.09	66.77	481.15	441.49	731.88	36.27	62.13	58.42	21.54
ENSG00000198398	0	6.56	0	0	5.05	0	0	0.58	0	0.9
ENSG00000231213	0	0	0	0	0	0	0	0.58	0	2.69
ENSG00000144852	0.55	48.13	4.09	137.47	2.52	7.18	5.29	9.78	0.58	6.28
ENSG00000113889	1.64	50.32	2.04	56.61	55.5	2.39	5.29	17.26	5.26	7.63
ENSG00000234325	0	4.38	1.36	0	7.57	2.39	0.76	1.73	0	0
ENSG00000235947	0	0	1.36	0	2.52	50.23	1.51	2.3	0	2.24
ENSG00000275981	0	0	0.68	0	17.66	0	0.76	2.3	1.75	0
ENSG00000010319	0.55	59.07	2.73	84.91	50.46	7.18	14.36	12.08	13.44	4.94
ENSG00000114854	9.84	52.51	12.26	0	5.05	0	27.96	30.49	37.39	1.79
ENSG00000010322	1209.52	3553.15	1411.64	7374.95	4508.29	7976.55	918.89	1244.37	924.25	808.06
ENSG00000114841	42.65	185.97	49.73	574.15	126.14	408.99	49.12	98.95	74.78	28.27
ENSG00000076201	214.89	385.07	384.25	1415.15	888.03	1188.71	351.38	475.77	378.58	139.99
ENSG00000276925	0.55	0	0	44.48	0	19.13	0.76	0	0	0
ENSG00000163832	176.62	308.49	187.36	877.39	509.61	963.88	181.36	204.81	176.44	156.14
ENSG00000271161	9.84	13.13	7.49	153.64	30.27	9.57	6.05	6.9	0.58	0.9
ENSG00000244732	0	2.19	0	0	0	0	0	0	0	0
ENSG00000114646	135.06	288.8	169.64	355.81	350.67	538.15	119.39	123.11	99.32	110.82
ENSG00000214773	1.09	13.13	2.73	0	0	0	1.51	5.75	1.17	0
ENSG00000235695	0.55	0	2.04	0	0	76.54	0	3.45	1.17	1.35
ENSG00000239716	0.55	17.5	0	0	0	0	0	1.15	0	0
ENSG00000241723	0	0	0	0	0	0	0	0	0	0.45
ENSG00000277143	0.55	6.56	0	0	0	0	0	0	0.58	0
ENSG00000243314	0	0	0	0	0	0	0	1.15	1.17	0
ENSG00000243150	0	21.88	2.04	24.26	0	66.97	3.02	0.58	3.51	5.38
ENSG00000243025	0	0	0	0	0	0	0	0.58	0	0.9
ENSG00000243165	0	0	0	0	2.52	0	0	0	0	0
ENSG00000174891	310.03	586.36	315.44	4039.24	1950.14	1578.57	376.32	459.66	392.02	280.87
ENSG00000113971	61.24	148.78	96.06	258.77	133.71	220.04	125.44	129.44	133.79	52.94
ENSG00000132153	522.74	1131.14	660.85	3970.51	2250.36	4006.21	462.47	647.79	555.6	432.52
ENSG00000274420	0	13.13	0	0	0	0	0	0.58	0	0
ENSG00000221585	0	0	0	0	0	0	0	0	0	0
ENSG00000199591	0	0	0	0	0	0	0	1.73	0	0
ENSG00000224895	0	39.38	2.04	0	12.61	0	0	1.15	1.75	2.69
ENSG00000270285	0	19.69	0.68	44.48	10.09	2.39	0	1.73	0.58	2.69
ENSG00000265078	1.64	2.19	0.68	0	5.05	0	0	0.58	0	2.24
ENSG00000236768	1.09	2.19	1.36	0	2.52	2.39	0.76	2.88	2.34	1.35
ENSG00000164045	190.29	544.79	226.19	1532.4	882.99	2166.94	102.01	162.81	118.6	167.8
ENSG00000235627	1.09	19.69	4.09	0	0	2.39	0	2.88	0.58	2.69
ENSG00000253056	0	0	2.73	0	15.14	0	0	4.6	1.17	5.83
ENSG00000231884	1.09	0	0.68	0	7.57	7.18	0.76	1.15	0.58	2.24
ENSG00000265483	0	0	0	0	0	0	0	1.15	0	0
ENSG00000164047	0.55	10.94	0	0	0	0	1.51	0.58	1.75	0
ENSG00000164048	218.72	487.9	281.37	938.04	580.25	660.13	245.59	373.37	262.32	211.77
ENSG00000229759	0	0	0.68	72.78	0	0	0.76	2.3	2.34	0
ENSG00000199476	1.09	26.25	1.36	32.35	2.52	7.18	1.51	2.88	2.34	0.9
ENSG00000172113	193.02	382.88	185.99	695.44	413.74	1047.59	116.37	175.47	119.77	89.73
ENSG00000228638	0	0	0	0	0	0	0	0	0	0
ENSG00000252466	0	0	0	0	0	0	0	0	0	0
ENSG00000164049	3.83	48.13	3.41	68.74	12.61	7.18	3.02	11.51	7.01	5.38
ENSG00000277483	1.09	0	0	0	0	0	0.76	0.58	0	0
ENSG00000164053	59.05	78.76	59.27	384.11	201.83	181.77	37.78	55.23	43.23	32.75
ENSG00000114302	662.17	1161.78	709.91	4116.06	2381.55	4759.62	636.27	769.17	592.99	456.75
ENSG00000280053	10.39	70.01	15.67	177.9	47.93	59.79	15.87	18.41	8.18	13.46
ENSG00000114554	1514.63	2297.3	2020.03	7686.28	5547.69	7900.01	1367.75	1891.58	1569.24	1082.2
ENSG00000242390	1.09	8.75	0	20.22	10.09	0	4.53	4.6	2.34	0
ENSG00000252745	0.55	0	0	36.39	25.23	0	0	1.15	0.58	1.35
ENSG00000120756	36.64	67.82	35.43	202.16	70.64	131.55	86.15	86.29	85.88	14.81
ENSG00000239641	0	0	0.68	0	0	0	0	1.15	0	0
ENSG00000199319	0.55	4.38	1.36	0	0	4.78	0.76	0	0.58	0
ENSG00000251787	0.55	0	0	0	0	0	0	0	0	0.45
ENSG00000163710	30.62	32.82	52.46	181.95	242.19	330.06	32.49	43.72	25.71	25.13
ENSG00000240950	1.64	8.75	0.68	0	2.52	0	3.02	2.88	1.17	1.35
ENSG00000188582	44.84	74.39	53.14	408.37	176.6	181.77	37.03	56.95	36.81	26.02
ENSG00000241592	0	0	0	0	0	0	0	0	0	0
ENSG00000272477	0	0	0.68	0	5.05	0	0.76	2.3	0	1.35
ENSG00000236570	0	0	0	0	0	2.39	0.76	0	0.58	0.9
ENSG00000251761	0.55	10.94	1.36	0	7.57	28.7	0	1.73	0	0.45
ENSG00000081307	395.88	706.69	461.92	1576.88	1036.88	2028.22	430.73	490.15	474.39	317.66
ENSG00000232535	0	4.38	0	0	5.05	0	0	0.58	0	0
ENSG00000163719	285.98	1098.33	412.86	2927.34	1607.04	1640.75	450.38	524.67	510.62	277.73
ENSG00000287878	5.47	48.13	2.73	0	30.27	62.19	1.51	4.03	3.51	0
ENSG00000249225	0	0	0	0	0	0	0	0	0	0
ENSG00000248365	0.55	0	0	0	10.09	0	0	0	2.92	0
ENSG00000231192	0	17.5	1.36	0	0	0	1.51	4.03	0	3.59
ENSG00000236032	0	8.75	1.36	0	15.14	2.39	5.29	3.45	3.51	4.94
ENSG00000249321	0	0	0	0	0	0	0	0	0	1.79
ENSG00000249975	0	0	0	0	0	0	0	0	0.58	0
ENSG00000248507	0	0	0	0	0	0	0	0	0	1.35
ENSG00000187900	0	0	0	0	0	0	0	0	0	0
ENSG00000230301	0	0	0	0	0	0	0	0	1.17	0
ENSG00000156983	203.96	382.88	243.9	865.26	476.81	700.79	265.99	310.09	292.7	170.5
ENSG00000011376	135.06	409.14	171	1010.82	688.73	664.91	160.96	171.44	163	139.99
ENSG00000232455	0	8.75	0	0	0	69.36	0	1.73	1.17	0
ENSG00000144791	47.02	144.4	57.23	400.29	95.87	162.64	101.26	155.33	139.63	28.71
ENSG00000173585	0	15.32	0	40.43	5.05	11.96	2.27	5.18	0	2.24
ENSG00000229515	0	6.56	0	0	0	0	0	0.58	0	0
ENSG00000163823	2.19	28.44	2.04	44.48	22.71	0	5.29	2.3	2.34	3.59
ENSG00000236736	0	6.56	0	0	0	0	0	2.3	0	0
ENSG00000121807	0	26.25	0.68	0	10.09	0	2.27	2.3	5.26	4.94
ENSG00000121797	0	0	0	44.48	7.57	0	3.02	3.45	2.92	2.24
ENSG00000283646	0.55	6.56	0	0	2.52	0	1.51	1.15	0.58	3.59
ENSG00000283473	0	15.32	0	0	0	0	0	0.58	0	0
ENSG00000288717	0	0	1.36	0	0	0	0	0	0	0
ENSG00000173578	1.09	48.13	2.73	60.65	22.71	7.18	0.76	14.38	1.75	8.08
ENSG00000288703	1.64	43.76	1.36	0	15.14	21.53	3.02	7.48	0	0.9
ENSG00000183625	2.19	30.63	2.04	36.39	5.05	0	4.53	4.6	1.17	4.04
ENSG00000288724	0	0	0	0	2.52	0	0	1.15	0	0
ENSG00000012223	0.55	72.2	0	185.99	12.61	0	4.53	8.05	2.92	1.79
ENSG00000163825	1.09	52.51	0	8.09	0	0	18.14	28.76	35.05	2.24
ENSG00000163827	1.09	26.25	2.04	226.42	17.66	55.01	9.07	8.05	5.26	3.59
ENSG00000288718	0	0	0	0	2.52	0	0	0	1.17	1.35
ENSG00000163703	102.25	214.41	147.84	614.58	456.63	621.86	200.25	208.26	137.29	49.8
ENSG00000132170	7.66	52.51	8.18	129.39	35.32	43.05	15.87	20.14	17.53	11.67
ENSG00000286531	0	0	0.68	48.52	0	0	0	2.88	0.58	0
ENSG00000272886	266.84	472.59	393.11	1427.28	895.6	1576.18	345.34	452.18	334.18	189.34
ENSG00000274967	1.09	0	0	0	17.66	0	0.76	0.58	0.58	2.69
ENSG00000207109	0.55	0	0	0	2.52	0	0	0	0	0.45
ENSG00000212608	0	0	0	0	0	0	0	0	0	0
ENSG00000227224	0	17.5	0	12.13	7.57	0	0	0.58	1.17	0.45
ENSG00000251987	0	0	0	0	0	0	0	0	0	0
ENSG00000271916	0	2.19	0	4.04	7.57	0	0	1.73	1.17	0
ENSG00000016391	6.01	83.14	3.41	4.04	37.84	0	7.56	16.11	11.1	3.14
ENSG00000056736	70.54	91.89	64.72	529.67	252.28	526.19	61.21	41.42	44.99	49.8
ENSG00000271976	51.95	43.76	67.45	266.86	234.62	308.54	25.69	32.79	22.78	30.51
ENSG00000113812	522.74	897.04	614.53	3748.12	2013.21	2281.75	420.9	586.8	467.97	377.78
ENSG00000144554	33.9	137.84	53.82	274.94	133.71	220.04	76.32	109.31	67.19	33.2
ENSG00000114279	88.03	236.29	85.84	521.58	307.78	444.87	78.59	112.18	115.68	58.78
ENSG00000276656	0	0	0	0	0	0	0	0	0	0
ENSG00000252751	0	0	0	0	0	0	0	0	0	1.35
ENSG00000260391	0	0	0	0	0	0	0	0	0	0
ENSG00000114491	193.02	562.29	162.83	828.87	431.4	710.36	251.64	224.94	255.89	113.51
ENSG00000265981	0	0	0	0	2.52	0	0	0.58	0	0
ENSG00000242199	1.09	8.75	1.36	48.52	0	0	0	2.88	0	0
ENSG00000082781	77.1	203.47	117.86	68.74	45.41	71.75	307.56	328.5	304.38	8.52
ENSG00000244286	0.55	0	0	0	20.18	0	1.51	0	2.34	0
ENSG00000280042	0	37.19	0	48.52	0	0	0	1.15	0.58	1.79
ENSG00000276626	0	0	0	0	0	0	0	0	0	0
ENSG00000243986	0	2.19	0	0	0	0	0.76	0	0.58	0
ENSG00000173702	1.64	45.95	2.04	0	63.07	9.57	4.53	14.96	1.75	4.49
ENSG00000288713	0	0	0	0	0	0	0	0	0	0
ENSG00000270772	0	0	0.68	0	2.52	0	0	2.3	0	2.69
ENSG00000213509	0.55	4.38	0	0	2.52	2.39	0	2.88	0	0
ENSG00000136068	1601.57	5782.62	2022.76	1528.36	719.01	892.13	2848.1	4092.68	3124.46	84.35
ENSG00000160145	1313.41	2960.23	1531.54	12914.25	6150.65	9095.9	762.47	1360.01	968.65	856.07
ENSG00000240902	0	0	0	0	0	0	0	0	0	0
ENSG00000064835	0	19.69	0.68	8.09	0	21.53	0	1.15	0.58	2.24
ENSG00000284624	10.39	56.89	15.67	97.04	60.55	7.18	6.8	11.51	8.18	7.63
ENSG00000284660	0	0	0	0	0	0	0	0	0	0
ENSG00000272840	2.19	10.94	0	0	0	0	0	0.58	0	0.9
ENSG00000239804	0	0	0	0	0	0	0	0	0	0.45
ENSG00000221737	0	0	0.68	0	0	0	0	0	0	0.9
ENSG00000242229	0	2.19	0	20.22	0	7.18	0	0.58	0	3.14
ENSG00000287617	3.28	4.38	6.81	4.04	0	11.96	1.51	2.3	2.92	2.24
ENSG00000241346	0	0	0	0	0	0	0	0	0	0
ENSG00000241288	23.51	137.84	23.85	218.34	116.05	131.55	25.69	43.15	22.2	20.64
ENSG00000241278	1.64	4.38	0	0	22.71	9.57	0	4.6	1.17	3.14
ENSG00000248787	4.37	10.94	0.68	4.04	7.57	31.09	0	3.45	2.34	4.04
ENSG00000241439	0	0	0	0	5.05	0	0	0	0	0
ENSG00000114547	1.64	26.25	2.04	64.69	32.8	0	3.78	5.75	1.17	0.9
ENSG00000248607	0	0	0	0	5.05	2.39	0	0.58	0	1.35
ENSG00000242103	0	0	0	0	0	0	0	0	0	0.45
ENSG00000287022	0.55	19.69	3.41	16.17	2.52	28.7	1.51	4.03	1.75	0
ENSG00000051341	13.67	111.58	19.76	153.64	68.12	4.78	27.96	55.23	35.64	8.52
ENSG00000242445	0.55	19.69	5.45	40.43	12.61	2.39	2.27	1.15	1.75	3.59
ENSG00000186103	4.37	41.57	10.22	153.64	85.78	121.98	6.8	19.56	4.09	12.56
ENSG00000163833	9.3	50.32	6.13	307.29	65.59	95.67	1.51	9.78	2.34	11.22
ENSG00000235830	0	0	0	0	0	0	0	1.73	0	1.35
ENSG00000254485	5.47	10.94	1.36	40.43	2.52	2.39	3.02	1.15	2.34	4.94
ENSG00000214041	0	0	0	0	0	2.39	0	0	0	1.35
ENSG00000134077	263.56	485.71	363.81	1540.49	789.64	1432.67	328.71	331.95	321.91	169.15
ENSG00000156959	270.12	757.01	272.52	6905.93	2772.59	1887.11	199.5	329.65	180.53	288.05
ENSG00000235338	0	0	0	0	5.05	0	0.76	1.73	1.75	1.79
ENSG00000068028	106.08	190.35	127.4	198.12	343.1	887.35	108.06	130.59	116.26	61.92
ENSG00000053524	109.91	509.78	141.71	1702.22	620.62	1458.98	64.23	126.57	69.52	99.61
ENSG00000214706	50.31	220.98	63.36	250.68	78.21	141.11	101.26	99.53	80.62	14.36
ENSG00000152601	78.19	109.4	137.62	485.19	343.1	327.67	108.82	186.97	165.92	66.85
ENSG00000163515	0.55	43.76	0.68	60.65	2.52	4.78	2.27	3.45	1.75	4.04
ENSG00000231861	0	0	1.36	0	0	0	0	0	0	0
ENSG00000144671	6.01	155.34	21.12	32.35	126.14	26.31	22.67	52.93	33.89	29.61
ENSG00000170044	3.83	21.88	1.36	0	35.32	0	0.76	5.75	1.75	4.94
ENSG00000225526	2.73	39.38	15.67	40.43	32.8	43.05	6.8	8.05	1.17	3.59
ENSG00000171148	342.3	857.66	398.56	1059.34	736.67	1817.74	426.95	471.17	418.89	215.36
ENSG00000144644	2.19	52.51	4.09	113.21	58.02	88.5	15.11	12.66	5.84	13.46
ENSG00000172969	1.09	21.88	0	56.61	10.09	31.09	7.56	5.18	2.92	2.69
ENSG00000150995	116.47	774.52	165.55	246.64	257.33	155.46	154.91	251.98	175.27	63.71
ENSG00000154928	410.65	818.27	491.89	3756.21	2709.51	2315.23	609.82	620.75	536.32	318.56
ENSG00000145012	748.57	1514.03	826.41	974.43	411.22	772.54	1527.95	2182.11	1722.31	64.61
ENSG00000114654	0	59.07	1.36	0	0	0	0.76	8.63	3.51	1.35
ENSG00000172995	95.14	293.18	171.69	990.6	640.8	475.96	224.43	264.64	255.31	105.89
ENSG00000145041	253.17	1139.9	316.8	2470.45	1180.68	1427.89	329.47	364.16	335.93	222.54
ENSG00000144857	16.4	105.02	25.89	60.65	37.84	141.11	80.86	94.35	91.72	12.56
ENSG00000177311	249.34	568.85	344.73	1564.75	941.01	1413.54	327.96	422.27	357.55	145.37
ENSG00000174776	1.64	19.69	4.09	0	22.71	9.57	2.27	5.75	2.34	4.94
ENSG00000164080	582.89	1846.59	632.24	4985.37	2285.68	3468.06	591.68	827.28	522.88	396.18
ENSG00000163946	379.48	693.56	399.24	2102.51	1069.68	1875.15	330.23	470.59	424.15	234.66
ENSG00000114124	4.37	94.08	11.58	20.22	42.89	0	6.8	13.23	1.17	13.91
ENSG00000131389	358.7	892.66	444.2	828.87	605.48	1260.46	470.02	711.64	455.7	191.58
ENSG00000188729	19.68	17.5	17.71	117.26	83.25	136.33	15.87	24.16	15.77	19.74
ENSG00000206560	310.58	603.86	384.93	3008.2	1268.98	1458.98	306.04	358.99	289.78	194.27
ENSG00000163539	2171.88	4879.02	2782.4	18061.35	10469.73	18926.07	1447.85	1742.58	1446.55	1744.44
ENSG00000168386	266.29	531.66	290.23	958.26	413.74	435.3	242.57	334.25	326	30.96
ENSG00000181789	714.12	2091.63	936.09	3687.48	2368.93	3585.26	977.83	1173.61	884.52	441.04
ENSG00000278658	0	0	0	0	0	0	0	0	0	0
ENSG00000286729	0.55	0	0	173.86	10.09	0	0	1.15	0.58	7.18
ENSG00000183624	198.49	264.74	286.14	1265.55	595.39	1411.14	241.81	261.19	244.79	231.96
ENSG00000206417	24.06	41.57	13.63	113.21	90.82	74.14	11.33	10.93	10.52	8.52
ENSG00000248916	0	2.19	0	0	0	0	0	2.3	0	0.45
ENSG00000270492	0	17.5	8.86	32.35	25.23	2.39	11.33	11.51	3.51	2.69
ENSG00000270773	0.55	26.25	6.13	36.39	42.89	7.18	9.07	6.33	11.68	7.63
ENSG00000244932	9.3	17.5	6.13	194.08	30.27	4.78	7.56	18.41	20.45	5.83
ENSG00000207088	2.73	13.13	0	0	12.61	0	4.53	0	1.17	2.69
ENSG00000172771	3.83	61.26	7.49	20.22	25.23	74.14	15.87	17.26	7.01	8.08
ENSG00000129071	249.34	739.51	327.7	1770.96	812.35	1700.55	259.19	284.77	303.8	161.52
ENSG00000163914	0	50.32	3.41	44.48	7.57	0	6.05	7.48	3.51	4.94
ENSG00000178804	0	2.19	0	0	0	0	3.02	0.58	0.58	1.35
ENSG00000004399	513.44	881.72	579.1	319.42	90.82	50.23	1032.24	1357.13	1102.44	17.05
ENSG00000239437	5.47	28.44	0	0	2.52	4.78	0.76	0.58	3.51	3.14
ENSG00000248659	0.55	10.94	2.04	0	17.66	0	0	2.3	0.58	0.9
ENSG00000182923	153.1	695.75	236.41	954.22	951.11	1038.03	247.1	331.37	238.37	176.33
ENSG00000088727	18.59	80.95	28.61	218.34	90.82	78.93	32.49	24.16	35.64	19.29
ENSG00000199994	35	533.85	0.68	32.35	15.14	0	0	3.45	2.92	6.28
ENSG00000174946	0.55	2.19	0	4.04	22.71	0	0.76	4.03	0	2.69
ENSG00000174944	1.09	21.88	1.36	0	5.05	52.62	0	4.6	0.58	1.79
ENSG00000239570	1.09	0	0	24.26	0	0	1.51	2.3	1.17	0.45
ENSG00000286273	0	0	0	0	0	0	0	0	0	0
ENSG00000138271	1.09	0	0.68	0	2.52	0	32.49	24.16	56.09	0
ENSG00000181631	0	10.94	0	12.13	2.52	167.42	0	0	0	0.9
ENSG00000169313	0	2.19	1.36	0	0	0	4.53	1.15	0	0.45
ENSG00000242810	0	0	0	0	0	0	0	0.58	0	0.45
ENSG00000242119	0	0	0	0	0	0	0	0	0	0
ENSG00000264330	0	0	0	0	0	0	0	0	0	0
ENSG00000152580	3.83	67.82	13.63	84.91	73.16	0	7.56	31.07	18.7	10.77
ENSG00000160799	575.23	700.13	743.97	3521.7	3491.59	2389.38	918.89	692.66	813.25	548.73
ENSG00000173769	0.55	30.63	1.36	64.69	25.23	26.31	0.76	12.08	0	5.38
ENSG00000271937	0	0	2.04	0	0	11.96	0.76	0	2.34	0
ENSG00000179152	163.49	199.1	194.85	343.68	431.4	662.52	183.63	214.59	164.17	93.32
ENSG00000225873	0	0	0	28.3	0	0	0	0.58	0	4.49
ENSG00000265470	0	0	0	0	0	0	0	0	0	0
ENSG00000136527	1196.94	1710.94	1705.27	6598.64	4334.21	6130.1	1148.61	1124.71	1231.55	756.46
ENSG00000244203	0.55	32.82	3.41	0	7.57	0	3.02	0.58	0	1.35
ENSG00000221264	0	0	0	0	0	0	0	0	0	0
ENSG00000274387	0	32.82	0.68	0	7.57	21.53	2.27	4.03	1.75	0.9
ENSG00000242094	3.28	17.5	2.73	0	7.57	16.74	0.76	5.18	0.58	3.59
ENSG00000277855	0	0	0.68	0	0	0	0	0.58	1.17	0
ENSG00000270562	2.19	4.38	2.04	4.04	10.09	38.27	12.09	1.73	1.17	0
ENSG00000272087	0	0	0	0	0	0	0	0	0	0
ENSG00000118849	1.09	17.5	3.41	0	32.8	138.72	6.8	8.63	3.51	2.69
ENSG00000118855	155.84	308.49	223.46	804.61	615.57	851.47	284.89	300.88	248.3	132.81
ENSG00000240207	21.33	131.27	18.39	125.34	100.91	241.57	21.91	24.74	12.85	17.5
ENSG00000243675	0	0	0	0	0	0	0	0	0	0
ENSG00000271778	0.55	0	6.13	0	0	0	1.51	1.73	1.75	1.35
ENSG00000272247	0	6.56	0	0	0	0	1.51	1.73	0	1.35
ENSG00000232374	0	0	0	0	0	2.39	0	0	1.75	0.45
ENSG00000279311	0	13.13	2.73	8.09	12.61	0	6.05	4.6	2.34	1.79
ENSG00000214216	1.09	54.7	0.68	0	35.32	2.39	1.51	8.05	1.75	4.49
ENSG00000263634	0	0	0	0	0	0	0	0	0	0
ENSG00000244249	0	0	0	0	7.57	0	0	0.58	0	0
ENSG00000286913	2.19	10.94	0.68	0	5.05	0	2.27	8.05	1.75	0
ENSG00000243116	0	21.88	0.68	0	0	0	0.76	2.3	2.34	1.79
ENSG00000241211	1.64	17.5	0	0	0	0	0	1.15	0	1.79
ENSG00000252763	0.55	0	0	0	0	0	0	0	0	0
ENSG00000151967	100.61	94.08	161.47	828.87	454.11	416.17	112.59	140.37	144.3	102.3
ENSG00000242107	0	4.38	0	0	2.52	0	0	3.45	0	0.45
ENSG00000114861	189.19	603.86	249.35	861.22	678.64	660.13	216.12	217.46	200.39	105.89
ENSG00000175110	222.55	393.82	276.6	1087.64	721.53	913.66	331.74	325.62	418.31	179.02
ENSG00000278234	0	6.56	0.68	20.22	2.52	0	0.76	1.73	0	0.9
ENSG00000243550	0	2.19	1.36	0	0	0	0	1.15	0	0
ENSG00000286501	1.09	13.13	0	28.3	10.09	2.39	2.27	7.48	2.92	4.49
ENSG00000144895	557.73	446.33	625.43	3032.46	1813.91	2494.61	701.26	616.72	724.44	328.88
ENSG00000199075	0	0	0	0	0	0	0	0	1.75	0
ENSG00000136059	19.68	74.39	25.21	52.56	47.93	38.27	41.56	37.39	35.05	10.32
ENSG00000261167	37.73	76.58	34.06	206.21	199.3	196.13	9.82	13.23	18.7	26.02
ENSG00000114686	311.68	336.94	419.68	917.83	1117.61	2066.49	409.57	402.13	439.34	208.63
ENSG00000249020	0	0	0	0	0	0	0	0	0	0
ENSG00000248468	0.55	13.13	0	190.03	0	2.39	0	3.45	5.26	1.79
ENSG00000248530	0	13.13	0.68	76.82	15.14	0	0.76	0	0	0.45
ENSG00000251447	0	0	0	0	0	0	0	0	0	0
ENSG00000265859	0	0	0	0	0	0	0	0	0	0
ENSG00000240854	1.64	8.75	1.36	0	12.61	2.39	3.78	2.88	4.09	4.49
ENSG00000242899	0	0	1.36	0	0	0	1.51	9.2	5.84	2.24
ENSG00000196353	50.85	113.77	84.48	549.89	166.51	222.43	11.33	16.68	9.35	14.81
ENSG00000243188	0	0	0	0	0	0	0.76	1.15	1.17	0.45
ENSG00000241634	6.56	17.5	3.41	16.17	32.8	19.13	6.8	2.3	5.26	4.49
ENSG00000202379	0	0	0	0	2.52	0	0	0	0	0
ENSG00000276763	0	0	1.36	0	0	0	0	0	0	0
ENSG00000145198	82.02	124.71	130.81	161.73	128.66	298.97	95.21	111.61	51.41	69.54
ENSG00000173421	1.64	17.5	0	28.3	25.23	0	2.27	12.66	8.76	6.28
ENSG00000144821	30.62	177.22	27.25	307.29	133.71	310.93	52.14	70.19	41.48	16.15
ENSG00000073111	143.81	380.69	132.85	784.4	338.06	985.41	206.3	288.8	221.42	78.97
ENSG00000114631	3389.06	11738.09	3646.27	35863.94	17044.21	27024.59	1696.47	2197.07	1951.32	3098.08
ENSG00000114626	39.92	105.02	50.42	36.39	184.17	124.37	54.41	65.58	30.96	17.05
ENSG00000287143	0.55	8.75	2.04	0	0	0	2.27	0.58	1.75	0
ENSG00000187715	0	28.44	3.41	32.35	22.71	11.96	3.02	1.73	1.75	1.79
ENSG00000201210	0	0	0	0	0	0	0	0	0	0
ENSG00000222627	0	0	0	0	0	21.53	0	0.58	0	0
ENSG00000239608	1.64	6.56	0	0	0	0	0	0	0	0.45
ENSG00000074416	34.45	126.9	37.47	218.34	68.12	260.7	60.45	77.67	54.92	19.74
ENSG00000180353	8.75	126.9	17.71	311.33	65.59	0	23.43	43.15	25.12	8.97
