Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
ABCC4	130.25	-3.62877	0.302629	-11.9219	9.10616e-33	6.78976e-32	230	253	20	18	230	253	20	18	7.82	7.95	4.41	4.27
ABCC5	424.25	0.761809	0.14987	5.08301	3.71491e-07	8.83435e-07	294	335	481	587	294	335	481	587	8.2	8.39	8.91	9.19
ABCC6	55	-3.67825	0.457281	-7.92617	2.26004e-15	8.8613e-15	108	97	6	9	108	97	6	9	6.69	6.54	2.87	3.34
ABCC6P1	6	-2.89994	1.05341	-2.58631	0.00970104	0.0150805	13	9	1	1	13	9	1	1	3.32	2.89	0.95	0.95
ABCC6P2	2	-1.16378	1.29576	-0.886668	0.375258	NA	3	3	1	1	3	3	1	1	1.24	1.24	0.55	0.55
ABCC8	237.5	6.67466	0.487457	12.9011	4.43624e-38	3.87409e-37	4	4	460	482	4	4	460	482	2.52	2.52	8.81	8.88
ABCC9	19.75	2.80746	0.645563	4.28135	1.85763e-05	3.87974e-05	2	7	33	37	2	7	33	37	1.75	2.94	4.92	5.07
ABCD1	210.5	-3.08092	0.224602	-13.691	1.14915e-42	1.13284e-41	367	387	51	37	367	387	51	37	8.5	8.58	5.7	5.26
ABCD2	29.5	3.61017	0.605019	5.81424	6.09116e-09	1.64669e-08	2	6	58	52	2	6	58	52	1.78	2.79	5.74	5.59
ABCD3	155.25	-1.04729	0.209199	-5.00545	5.57319e-07	1.31003e-06	208	211	100	102	208	211	100	102	7.69	7.71	6.65	6.68
ABCD4	181	-0.480409	0.202756	-2.36934	0.0178198	0.0267653	206	216	130	172	206	216	130	172	7.68	7.75	7.03	7.43
ABCE1	126.75	-1.74072	0.246736	-7.05078	1.77912e-12	5.94564e-12	179	212	65	51	179	212	65	51	7.47	7.71	6.04	5.7
ABCF1	724.75	-1.90169	0.120063	-15.8371	1.72535e-56	2.33618e-55	1143	1145	293	318	1143	1145	293	318	10.15	10.16	8.2	8.32
ABCF2	447	-1.03058	0.136826	-7.53169	5.00875e-14	1.82714e-13	592	609	280	307	592	609	280	307	9.21	9.25	8.13	8.27
ABCF3	410.25	0.0965312	0.138213	0.698422	0.484914	0.542485	398	395	408	440	398	395	408	440	8.64	8.63	8.67	8.78
ABCG1	196.25	-0.0768944	0.187617	-0.409848	0.681918	0.729102	188	215	194	188	188	215	194	188	7.56	7.75	7.6	7.56
ABCG2	62.5	0.820155	0.320952	2.55483	0.0106239	0.0164251	38	52	77	83	38	52	77	83	5.28	5.71	6.25	6.36
ABCG4	152.25	5.30009	0.409832	12.5958	2.226e-36	1.85685e-35	7	7	279	316	7	7	279	316	3.09	3.09	8.09	8.27
ABCG5	13.75	-2.59429	0.725504	-3.51312	0.000442876	0.000813791	24	24	3	4	24	24	3	4	4.42	4.42	2.03	2.3
ABCG8	14.75	-1.86567	0.657757	-2.8187	0.00482178	0.00781155	20	27	5	7	20	27	5	7	4.23	4.62	2.58	2.95
ABHD1	5.5	-1.24949	0.94566	-1.31332	0.189074	0.234559	7	9	3	3	7	9	3	3	2.67	2.95	1.85	1.85
ABHD10	153.25	0.117147	0.209138	0.560141	0.575383	0.631399	148	146	147	172	148	146	147	172	7.21	7.19	7.2	7.42
ABHD11	126.5	-1.23868	0.239185	-5.1774	2.24997e-07	5.44495e-07	193	163	67	83	193	163	67	83	7.58	7.34	6.09	6.39
ABHD12	788.75	0.440836	0.112738	3.91027	9.21919e-05	0.000181353	677	661	866	951	677	661	866	951	9.4	9.37	9.76	9.89
ABHD12B	6.25	1.21703	0.909362	1.33168	0.182964	0.227829	4	3	6	12	4	3	6	12	2.15	1.89	2.56	3.33
ABHD13	50.5	-0.397001	0.344291	-1.15303	0.248898	0.300097	54	61	43	44	54	61	43	44	5.75	5.92	5.44	5.47
ABHD14A	290.75	1.64417	0.178384	9.21503	3.11192e-20	1.51019e-19	123	158	404	478	123	158	404	478	6.96	7.31	8.65	8.89
ABHD14B	352.25	-2.44999	0.164239	-14.9092	2.87128e-50	3.37737e-49	583	609	112	105	583	609	112	105	9.18	9.24	6.82	6.73
ABHD15	87	-2.23724	0.313194	-7.13124	9.94702e-13	3.36123e-12	154	134	21	39	154	134	21	39	7.24	7.04	4.48	5.31
ABHD2	780.75	0.293486	0.109981	2.6685	0.00761909	0.0120246	703	700	874	846	703	700	874	846	9.46	9.45	9.77	9.72
ABHD3	85	-1.90232	0.295003	-6.4412	1.18535e-10	3.56449e-10	144	125	39	32	144	125	39	32	7.14	6.94	5.32	5.05
ABHD4	211.5	-1.01125	0.187876	-5.38202	7.36542e-08	1.84627e-07	269	297	128	152	269	297	128	152	8.07	8.21	7.01	7.25
ABHD5	80	-0.826253	0.28317	-2.91736	0.00353003	0.00581558	94	111	58	57	94	111	58	57	6.55	6.78	5.87	5.85
ABHD6	192.75	1.59512	0.199744	7.9833	1.42469e-15	5.63845e-15	101	90	273	307	101	90	273	307	6.67	6.51	8.08	8.25
ABHD8	657.25	2.04028	0.130968	15.576	1.0602e-54	1.393e-53	257	256	982	1134	257	256	982	1134	8.01	8.01	9.93	10.14
ABI1	243.5	0.207025	0.171471	1.20735	0.227299	0.277187	229	223	245	277	229	223	245	277	7.84	7.8	7.94	8.11
ABI2	567.5	0.497174	0.125483	3.96204	7.43115e-05	0.000147506	444	497	658	671	444	497	658	671	8.8	8.96	9.36	9.39
ABI3	25.5	1.03433	0.487111	2.12152	0.0338781	0.0487222	19	14	31	38	19	14	31	38	4.28	3.89	4.92	5.2
ABI3BP	15.25	-0.789705	0.604896	-1.30445	0.192079	0.237996	18	21	12	10	18	21	12	10	4.13	4.33	3.63	3.41
ABL1	1080.75	-1.48611	0.111601	-13.3157	1.87544e-40	1.75383e-39	1482	1705	551	585	1482	1705	551	585	10.53	10.73	9.11	9.2
ABL2	308.25	-0.406405	0.155142	-2.61954	0.00880479	0.013769	337	366	270	260	337	366	270	260	8.4	8.51	8.08	8.02
ABLIM1	1644.5	2.53894	0.101073	25.117	3.24159e-139	1.68826e-137	472	492	2689	2925	472	492	2689	2925	8.89	8.95	11.39	11.51
ABLIM2	304	5.8915	0.347199	16.592	7.96285e-62	1.21523e-60	8	11	579	618	8	11	579	618	3.28	3.65	9.15	9.25
ABLIM3	324	1.13937	0.158864	7.17143	7.42179e-13	2.52569e-12	200	204	413	479	200	204	413	479	7.65	7.68	8.69	8.9
ABO	20	-2.83269	0.633725	-4.39852	1.08991e-05	2.3229e-05	37	34	4	5	37	34	4	5	5.08	4.96	2.36	2.58
ABP1	3	-1.81527	1.20153	-1.46848	0.141973	0.182003	6	4	1	1	6	4	1	1	2.12	1.73	0.74	0.74
ABR	1861.25	1.81222	0.106718	16.9807	1.14116e-64	1.82532e-63	803	845	2633	3164	803	845	2633	3164	9.65	9.73	11.36	11.62
ABRA	2.25	0.764319	1.25041	0.608582	0.542801	NA	2	1	4	2	2	1	4	2	1.04	0.66	1.57	1.04
ABT1	187.25	-1.47898	0.209196	-7.06797	1.57219e-12	5.2704e-12	281	271	81	116	281	271	81	116	8.12	8.07	6.36	6.87
ABTB1	481.25	2.55943	0.156766	16.3195	7.17445e-60	1.04686e-58	149	129	749	898	149	129	749	898	7.23	7.03	9.54	9.8
ABTB2	196.25	-0.341992	0.192002	-1.78117	0.0748843	0.101396	220	219	154	192	220	219	154	192	7.78	7.77	7.27	7.59
ACAA1	412.5	-0.0732996	0.138753	-0.528274	0.597309	0.65108	410	436	387	417	410	436	387	417	8.68	8.77	8.6	8.7
ACAA2	180.5	-1.78075	0.205176	-8.67528	4.12552e-18	1.84326e-17	287	273	83	79	287	273	83	79	8.15	8.08	6.39	6.32
ACACA	776	-0.631849	0.112314	-5.62569	1.84767e-08	4.82598e-08	965	922	628	589	965	922	628	589	9.91	9.85	9.3	9.2
ACACB	157	0.787076	0.211029	3.72941	0.00019193	0.000365289	103	127	202	196	103	127	202	196	6.7	6.99	7.65	7.61
ACAD10	175.25	-1.50437	0.206529	-7.28189	3.29182e-13	1.14733e-12	242	277	89	93	242	277	89	93	7.91	8.1	6.49	6.55
ACAD11	158.25	-0.746445	0.212592	-3.51093	0.000446542	0.000820092	190	207	104	132	190	207	104	132	7.56	7.69	6.71	7.05
ACAD8	189.5	0.0530791	0.189096	0.2807	0.778941	0.814358	180	192	185	201	180	192	185	201	7.49	7.58	7.53	7.65
ACAD9	281.5	-0.801947	0.16072	-4.98951	6.05334e-07	1.41827e-06	362	354	205	205	362	354	205	205	8.5	8.46	7.68	7.68
ACADL	3.75	0.835362	1.09304	0.761695	0.446242	0.503852	3	2	2	8	3	2	2	8	1.64	1.32	1.32	2.59
ACADM	126.5	-0.562403	0.234062	-2.40268	0.0162755	0.0245717	132	170	103	101	132	170	103	101	7.04	7.4	6.69	6.66
ACADS	155	-1.08616	0.210641	-5.15563	2.52779e-07	6.09426e-07	216	206	95	103	216	206	95	103	7.75	7.68	6.58	6.7
ACADSB	115	-0.452452	0.235704	-1.91951	0.0549204	0.0763122	128	138	95	99	128	138	95	99	7	7.1	6.58	6.63
ACADVL	1391.5	-1.19743	0.0987522	-12.1254	7.7513e-34	6.00752e-33	1916	1961	802	887	1916	1961	802	887	10.9	10.94	9.65	9.79
ACAN	18	1.73063	0.593876	2.90185	0.00370964	0.00609264	8	8	24	32	8	8	24	32	3.14	3.14	4.51	4.89
ACAP1	51	-1.91591	0.372852	-5.12856	2.91965e-07	6.99995e-07	87	75	23	19	87	75	23	19	6.4	6.19	4.58	4.32
ACAP2	149	-0.842052	0.213333	-3.94674	7.92212e-05	0.000156873	197	186	113	100	197	186	113	100	7.61	7.53	6.83	6.65
ACAP3	1574.75	1.37083	0.102856	13.3273	1.60652e-40	1.50316e-39	877	878	2103	2441	877	878	2103	2441	9.78	9.78	11.04	11.25
ACAT1	225.75	-1.38767	0.184716	-7.51106	5.86492e-14	2.12868e-13	313	341	115	134	313	341	115	134	8.28	8.41	6.86	7.07
ACAT2	273.25	-1.65973	0.170322	-9.74228	1.99045e-22	1.0509e-21	404	427	130	132	404	427	130	132	8.65	8.73	7.03	7.06
ACBD3	235	-1.17448	0.178494	-6.57914	4.73174e-11	1.45451e-10	310	342	138	150	310	342	138	150	8.27	8.41	7.12	7.24
ACBD4	150.25	0.128962	0.22433	0.574872	0.565378	0.621642	163	124	139	175	163	124	139	175	7.35	6.96	7.12	7.45
ACBD5	172	0.5146	0.205727	2.5013	0.0123737	0.0189692	149	134	180	225	149	134	180	225	7.22	7.07	7.49	7.81
ACBD6	265.5	-1.53994	0.174978	-8.79896	1.38095e-18	6.28036e-18	383	408	123	148	383	408	123	148	8.57	8.66	6.96	7.22
ACBD7	93.5	2.12346	0.288455	7.35129	1.96299e-13	6.92836e-13	30	39	144	161	30	39	144	161	4.96	5.32	7.15	7.3
ACCN1	104.25	6.06682	0.5992	9.33175	1.04142e-20	5.15669e-20	2	3	197	215	2	3	197	215	1.87	2.17	7.57	7.69
ACCN2	297	1.54142	0.166677	9.24625	2.32509e-20	1.13344e-19	152	151	413	472	152	151	413	472	7.26	7.25	8.68	8.87
ACCN3	133.25	1.11259	0.230266	4.83081	1.3598e-06	3.1105e-06	75	93	173	192	75	93	173	192	6.25	6.55	7.43	7.57
ACCN4	77.5	0.203162	0.286857	0.708227	0.478804	0.537005	64	80	77	89	64	80	77	89	6.01	6.32	6.27	6.47
ACCN5	1.75	0.944494	1.32794	0.705074	0.480764	NA	1	1	2	3	1	1	2	3	0.46	0.46	0.85	1.13
ACCS	39.5	-2.49283	0.447472	-5.54136	3.00124e-08	7.73851e-08	72	63	9	14	72	63	9	14	6.1	5.92	3.35	3.89
ACCSL	1.25	0.384344	1.40118	0.273872	0.784183	NA	1	1	2	1	1	1	2	1	0.19	0.19	0.57	0.19
ACD	256.75	-0.849729	0.177135	-4.79681	1.61209e-06	3.67014e-06	330	331	159	207	330	331	159	207	8.36	8.37	7.32	7.7
ACE	74.5	-0.346127	0.319792	-1.08232	0.279112	0.332814	82	85	45	86	82	85	45	86	6.35	6.4	5.52	6.42
ACE2	2.75	-1.67764	1.22066	-1.34069	0.18002	0.224875	4	5	1	1	4	5	1	1	1.68	1.89	0.71	0.71
ACER2	12.5	0.109423	0.658448	0.166181	0.868015	0.891728	11	13	10	16	11	13	10	16	3.49	3.69	3.37	3.94
ACER3	84.25	0.0934039	0.273002	0.342136	0.732249	0.771984	82	81	79	95	82	81	79	95	6.36	6.34	6.31	6.56
ACHE	235	3.59101	0.231687	15.4531	7.19011e-54	9.27793e-53	40	31	411	458	40	31	411	458	5.37	5.02	8.67	8.82
ACIN1	1390	-1.26823	0.0989122	-12.8215	1.24245e-37	1.06882e-36	1905	2025	784	846	1905	2025	784	846	10.89	10.98	9.62	9.73
ACLY	1493.75	-1.74021	0.0997244	-17.4495	3.47476e-68	5.94284e-67	2252	2348	650	725	2252	2348	650	725	11.13	11.19	9.35	9.51
ACMSD	2.75	0.645533	1.18062	0.545367	0.585501	0.640512	2	2	2	5	2	2	2	5	1.18	1.18	1.18	1.94
ACN9	55.75	-1.83918	0.352793	-5.20486	1.94146e-07	4.71884e-07	85	90	23	25	85	90	23	25	6.38	6.46	4.58	4.69
ACO1	299.75	-1.42247	0.16973	-8.37954	5.31366e-17	2.24917e-16	425	449	142	183	425	449	142	183	8.73	8.8	7.16	7.52
ACO2	847.25	0.905009	0.119024	7.60344	2.88369e-14	1.06542e-13	576	603	1011	1199	576	603	1011	1199	9.17	9.24	9.98	10.23
ACOT1	16.25	0.04256	0.588019	0.0723785	0.942301	0.952603	12	20	17	16	12	20	17	16	3.64	4.28	4.08	4
ACOT11	23.75	0.266439	0.489143	0.544676	0.585976	0.640584	24	19	26	26	24	19	26	26	4.58	4.28	4.69	4.69
ACOT12	1.5	-0.686355	1.36716	-0.499681	0.6173	NA	1	3	1	1	1	3	1	1	0.31	0.99	0.31	0.31
ACOT13	121.75	-0.854248	0.24061	-3.54992	0.000385347	0.000712016	140	174	94	79	140	174	94	79	7.12	7.43	6.56	6.32
ACOT2	61.75	-1.34999	0.329279	-4.09711	4.18348e-05	8.47827e-05	83	95	30	39	83	95	30	39	6.35	6.54	4.95	5.31
ACOT4	15.25	0.989276	0.610218	1.61903	0.105441	0.138835	10	10	23	18	10	10	23	18	3.4	3.4	4.44	4.13
ACOT6	2	1.16026	1.29929	0.881748	0.377913	NA	1	1	4	2	1	1	4	2	0.52	0.52	1.47	0.93
ACOT7	894.25	0.546988	0.110016	4.97185	6.63165e-07	1.54831e-06	729	724	1004	1120	729	724	1004	1120	9.51	9.5	9.97	10.13
ACOT8	154.5	0.14881	0.205843	0.722927	0.469725	0.527571	141	152	160	165	141	152	160	165	7.14	7.25	7.32	7.36
ACOT9	91.5	-1.91179	0.300202	-6.36175	1.99466e-10	5.90577e-10	135	155	27	49	135	155	27	49	7.06	7.25	4.82	5.63
ACOX1	297.25	-0.210897	0.158039	-1.33446	0.182053	0.22712	304	334	266	285	304	334	266	285	8.25	8.38	8.06	8.16
ACOX2	26.25	-1.35004	0.492771	-2.73541	0.00623031	0.00994446	31	45	13	16	31	45	13	16	4.92	5.42	3.79	4.05
ACOX3	79	-0.363602	0.291301	-1.24816	0.211972	0.260313	86	92	56	82	86	92	56	82	6.42	6.52	5.82	6.36
ACOXL	3.75	-1.21611	1.09542	-1.10133	0.270753	0.32394	4	7	3	1	4	7	3	1	1.9	2.45	1.64	0.9
ACP1	389	-1.56125	0.149087	-10.4706	1.17937e-25	6.93148e-25	555	608	189	204	555	608	189	204	9.11	9.24	7.57	7.68
ACP2	271.25	-0.167198	0.165738	-1.0088	0.313068	0.368801	293	281	236	275	293	281	236	275	8.19	8.13	7.88	8.1
ACP5	65	-4.37082	0.487333	-8.74282	2.27359e-18	1.02613e-17	117	132	7	4	117	132	7	4	6.81	6.98	3.03	2.45
ACP6	80.75	-2.41991	0.318987	-7.56845	3.77693e-14	1.38538e-13	125	148	28	22	125	148	28	22	6.94	7.18	4.86	4.53
ACPL2	107.25	-1.00793	0.248287	-4.05875	4.93371e-05	9.93199e-05	136	151	73	69	136	151	73	69	7.08	7.23	6.2	6.12
ACPP	3	-1.81527	1.20153	-1.46848	0.141973	0.182003	4	6	1	1	4	6	1	1	1.73	2.12	0.74	0.74
ACPT	3.5	-0.70768	1.09587	-0.644122	0.519497	0.576659	3	6	2	3	3	6	2	3	1.64	2.28	1.33	1.64
ACR	2.25	0.766621	1.24613	0.61247	0.540227	NA	1	2	3	3	1	2	3	3	0.66	1.06	1.36	1.36
ACRBP	10.75	0.189697	0.697144	0.27209	0.785553	0.820229	10	10	10	13	10	10	10	13	3.34	3.34	3.34	3.65
ACRC	15.5	0.539841	0.615715	0.876459	0.380781	0.438909	12	13	12	25	12	13	12	25	3.63	3.73	3.63	4.56
ACRV1	5.25	0.121349	0.95121	0.127567	0.898492	0.916297	6	4	3	8	6	4	3	8	2.51	2.1	1.85	2.81
ACSBG1	160.75	4.03292	0.299532	13.3695	9.12124e-41	8.58081e-40	22	14	284	323	22	14	284	323	4.54	3.95	8.12	8.31
ACSBG2	3.75	0.163527	1.05806	0.154535	0.877188	0.898761	3	4	3	5	3	4	3	5	1.71	1.96	1.71	2.16
ACSF2	171.75	-1.58428	0.222429	-7.12027	1.07716e-12	3.63417e-12	254	262	67	104	254	262	67	104	7.98	8.02	6.09	6.71
ACSF3	236.25	-1.21422	0.179999	-6.74478	1.53264e-11	4.87059e-11	324	337	129	155	324	337	129	155	8.33	8.39	7.02	7.28
ACSL1	212.75	0.501547	0.18197	2.75614	0.00584883	0.00936582	164	188	252	247	164	188	252	247	7.36	7.56	7.97	7.95
ACSL3	507	-0.959856	0.131053	-7.3239	2.40862e-13	8.46492e-13	640	700	340	348	640	700	340	348	9.32	9.45	8.41	8.45
ACSL4	331.25	-1.56436	0.161025	-9.71339	2.64401e-22	1.39128e-21	483	508	151	183	483	508	151	183	8.91	8.98	7.25	7.52
ACSL5	78	-1.01096	0.289459	-3.49162	0.000480093	0.000879561	100	109	57	46	100	109	57	46	6.63	6.75	5.85	5.55
ACSL6	162.5	5.71971	0.443375	12.435	1.68644e-35	1.38069e-34	4	7	318	321	4	7	318	321	2.51	3.08	8.27	8.29
ACSM1	6.75	-2.60286	0.980313	-2.55803	0.0105267	0.0162792	9	15	2	1	9	15	2	1	2.95	3.56	1.47	1.03
ACSM2A	2.75	-1.67764	1.22066	-1.34069	0.18002	0.224875	4	5	1	1	4	5	1	1	1.68	1.89	0.71	0.71
ACSM2B	3	-1.81527	1.20153	-1.46848	0.141973	0.182003	4	6	1	1	4	6	1	1	1.73	2.12	0.74	0.74
ACSM3	128	-6.35884	0.591894	-9.85639	6.43231e-23	3.4616e-22	243	264	3	2	243	264	3	2	7.88	7.99	2.19	1.89
ACSM4	1.5	-0.686355	1.36716	-0.499681	0.6173	NA	1	3	1	1	1	3	1	1	0.31	0.99	0.31	0.31
ACSM5	7.25	1.49122	0.87163	1.69885	0.0893476	0.119381	5	2	9	13	5	2	9	13	2.41	1.59	3.05	3.48
ACSS1	378.75	0.477395	0.146426	3.26028	0.00111302	0.00194967	340	293	433	449	340	293	433	449	8.41	8.2	8.76	8.81
ACSS2	346	-0.874407	0.148153	-5.90181	3.59543e-09	9.87587e-09	448	448	244	244	448	448	244	244	8.8	8.8	7.93	7.93
ACSS3	68.75	-0.981404	0.305533	-3.21117	0.00132195	0.00229566	85	98	49	43	85	98	49	43	6.4	6.6	5.63	5.45
